gps-svn69-To-Xian - AER reported in the object's default AER frame
------------------------------------------------------------------
                         Time (UTCG)          Azimuth (deg)    Elevation (deg)     Range (km) 
                  14 Sep 2022 11:43:38.000          319.799            -78.011    22701.254288
                  14 Sep 2022 11:43:39.000          319.791            -78.011    22700.919575
                  14 Sep 2022 11:43:40.000          319.783            -78.012    22700.584973
                  14 Sep 2022 11:43:41.000          319.776            -78.012    22700.250482
                  14 Sep 2022 11:43:42.000          319.768            -78.013    22699.916101
                  14 Sep 2022 11:43:43.000          319.760            -78.013    22699.581832
                  14 Sep 2022 11:43:44.000          319.753            -78.014    22699.247673
                  14 Sep 2022 11:43:45.000          319.745            -78.014    22698.913625
                  14 Sep 2022 11:43:46.000          319.737            -78.015    22698.579688
                  14 Sep 2022 11:43:47.000          319.729            -78.015    22698.245861
                  14 Sep 2022 11:43:48.000          319.722            -78.016    22697.912146
                  14 Sep 2022 11:43:49.000          319.714            -78.016    22697.578542
                  14 Sep 2022 11:43:50.000          319.706            -78.017    22697.245048
                  14 Sep 2022 11:43:51.000          319.698            -78.017    22696.911665
                  14 Sep 2022 11:43:52.000          319.691            -78.018    22696.578394
                  14 Sep 2022 11:43:53.000          319.683            -78.018    22696.245232
                  14 Sep 2022 11:43:54.000          319.675            -78.019    22695.912183
                  14 Sep 2022 11:43:55.000          319.668            -78.019    22695.579244
                  14 Sep 2022 11:43:56.000          319.660            -78.020    22695.246416
                  14 Sep 2022 11:43:57.000          319.652            -78.021    22694.913699
                  14 Sep 2022 11:43:58.000          319.644            -78.021    22694.581093
                  14 Sep 2022 11:43:59.000          319.637            -78.022    22694.248598
                  14 Sep 2022 11:44:00.000          319.629            -78.022    22693.916214
                  14 Sep 2022 11:44:01.000          319.621            -78.023    22693.583941
                  14 Sep 2022 11:44:02.000          319.613            -78.023    22693.251779
                  14 Sep 2022 11:44:03.000          319.606            -78.024    22692.919728
                  14 Sep 2022 11:44:04.000          319.598            -78.024    22692.587789
                  14 Sep 2022 11:44:05.000          319.590            -78.025    22692.255960
                  14 Sep 2022 11:44:06.000          319.582            -78.025    22691.924243
                  14 Sep 2022 11:44:07.000          319.575            -78.026    22691.592636
                  14 Sep 2022 11:44:08.000          319.567            -78.026    22691.261141
                  14 Sep 2022 11:44:09.000          319.559            -78.027    22690.929757
                  14 Sep 2022 11:44:10.000          319.551            -78.027    22690.598484
                  14 Sep 2022 11:44:11.000          319.544            -78.028    22690.267322
                  14 Sep 2022 11:44:12.000          319.536            -78.028    22689.936271
                  14 Sep 2022 11:44:13.000          319.528            -78.029    22689.605332
                  14 Sep 2022 11:44:14.000          319.520            -78.029    22689.274504
