                                                                          24 Dec 2022 11:46:01
Civil Air Patrol Use Only
Facility-Xian-Sensor-Sensor1-To-Satellite-gps-svn50:  Inview Azimuth, Elevation, & Range


Sensor1-To-gps-svn50 - AER reported in the object's default AER frame
---------------------------------------------------------------------
                         Time (UTCG)          Azimuth (deg)    Elevation (deg)     Range (km) 
                  ------------------------    -------------    ---------------    ------------
                  14 Sep 2022 04:00:00.000           26.830             58.654    20779.247652
                  14 Sep 2022 04:01:00.000           27.601             58.428    20790.439028
                  14 Sep 2022 04:02:00.000           28.364             58.200    20801.776939
                  14 Sep 2022 04:03:00.000           29.121             57.970    20813.260480
                  14 Sep 2022 04:04:00.000           29.871             57.740    20824.888765
                  14 Sep 2022 04:05:00.000           30.615             57.508    20836.660923
                  14 Sep 2022 04:06:00.000           31.352             57.275    20848.576100
                  14 Sep 2022 04:07:00.000           32.084             57.041    20860.633459
                  14 Sep 2022 04:08:00.000           32.809             56.805    20872.832180
                  14 Sep 2022 04:09:00.000           33.528             56.569    20885.171458
                  14 Sep 2022 04:10:00.000           34.241             56.331    20897.650506
                  14 Sep 2022 04:11:00.000           34.949             56.093    20910.268555
                  14 Sep 2022 04:12:00.000           35.651             55.854    20923.024851
                  14 Sep 2022 04:13:00.000           36.348             55.613    20935.918658
                  14 Sep 2022 04:14:00.000           37.039             55.372    20948.949256
                  14 Sep 2022 04:15:00.000           37.725             55.130    20962.115943
                  14 Sep 2022 04:16:00.000           38.405             54.887    20975.418032
                  14 Sep 2022 04:17:00.000           39.081             54.643    20988.854856
                  14 Sep 2022 04:18:00.000           39.751             54.399    21002.425761
                  14 Sep 2022 04:19:00.000           40.417             54.154    21016.130112
                  14 Sep 2022 04:20:00.000           41.078             53.908    21029.967292
                  14 Sep 2022 04:21:00.000           41.734             53.661    21043.936697
                  14 Sep 2022 04:22:00.000           42.386             53.413    21058.037743
                  14 Sep 2022 04:23:00.000           43.032             53.165    21072.269861
                  14 Sep 2022 04:24:00.000           43.675             52.916    21086.632499
                  14 Sep 2022 04:25:00.000           44.313             52.667    21101.125121
                  14 Sep 2022 04:26:00.000           44.947             52.417    21115.747209
                  14 Sep 2022 04:27:00.000           45.576             52.166    21130.498258
                  14 Sep 2022 04:28:00.000           46.202             51.915    21145.377783
                  14 Sep 2022 04:29:00.000           46.823             51.663    21160.385312
                  14 Sep 2022 04:30:00.000           47.441             51.411    21175.520390
                  14 Sep 2022 04:31:00.000           48.054             51.158    21190.782580
                  14 Sep 2022 04:32:00.000           48.664             50.905    21206.171457
                  14 Sep 2022 04:33:00.000           49.270             50.651    21221.686614
                  14 Sep 2022 04:34:00.000           49.872             50.397    21237.327659
                  14 Sep 2022 04:35:00.000           50.471             50.142    21253.094216
                  14 Sep 2022 04:36:00.000           51.066             49.887    21268.985923
                  14 Sep 2022 04:37:00.000           51.657             49.631    21285.002433
                  14 Sep 2022 04:38:00.000           52.245             49.375    21301.143415
                  14 Sep 2022 04:39:00.000           52.830             49.118    21317.408552
                  14 Sep 2022 04:40:00.000           53.411             48.861    21333.797542
                  14 Sep 2022 04:41:00.000           53.989             48.604    21350.310097
                  14 Sep 2022 04:42:00.000           54.564             48.346    21366.945943
                  14 Sep 2022 04:43:00.000           55.135             48.088    21383.704821
                  14 Sep 2022 04:44:00.000           55.704             47.829    21400.586486
                  14 Sep 2022 04:45:00.000           56.269             47.570    21417.590704
                  14 Sep 2022 04:46:00.000           56.832             47.311    21434.717257
                  14 Sep 2022 04:47:00.000           57.391             47.051    21451.965940
