                                                                          24 Dec 2022 11:39:55
Civil Air Patrol Use Only
Facility-Xian-Sensor-Sensor1-To-Satellite-gps-svn76:  Inview Azimuth, Elevation, & Range


Sensor1-To-gps-svn76 - AER reported in the object's default AER frame
---------------------------------------------------------------------
                         Time (UTCG)          Azimuth (deg)    Elevation (deg)     Range (km) 
                  14 Sep 2022 09:24:10.000          336.979             60.112    20979.952334
                  14 Sep 2022 09:25:10.000          337.780             60.318    20970.044116
                  14 Sep 2022 09:26:10.000          338.588             60.523    20960.256373
                  14 Sep 2022 09:27:10.000          339.404             60.726    20950.590019
                  14 Sep 2022 09:28:10.000          340.226             60.927    20941.045985
                  14 Sep 2022 09:29:10.000          341.057             61.126    20931.625225
                  14 Sep 2022 09:30:10.000          341.894             61.324    20922.328709
                  14 Sep 2022 09:31:10.000          342.740             61.520    20913.157427
                  14 Sep 2022 09:32:10.000          343.594             61.713    20904.112387
                  14 Sep 2022 09:33:10.000          344.455             61.905    20895.194616
                  14 Sep 2022 09:34:10.000          345.325             62.095    20886.405159
                  14 Sep 2022 09:35:10.000          346.203             62.282    20877.745078
                  14 Sep 2022 09:36:10.000          347.089             62.468    20869.215455
                  14 Sep 2022 09:37:10.000          347.983             62.651    20860.817389
                  14 Sep 2022 09:38:10.000          348.886             62.832    20852.551996
                  14 Sep 2022 09:39:10.000          349.798             63.010    20844.420410
                  14 Sep 2022 09:40:10.000          350.718             63.186    20836.423783
                  14 Sep 2022 09:41:10.000          351.647             63.359    20828.563282
                  14 Sep 2022 09:42:10.000          352.585             63.529    20820.840092
                  14 Sep 2022 09:43:10.000          353.532             63.697    20813.255416
                  14 Sep 2022 09:44:10.000          354.487             63.862    20805.810471
                  14 Sep 2022 09:45:10.000          355.452             64.024    20798.506492
                  14 Sep 2022 09:46:10.000          356.426             64.183    20791.344727
                  14 Sep 2022 09:47:10.000          357.409             64.339    20784.326444
                  14 Sep 2022 09:48:10.000          358.401             64.492    20777.452923
                  14 Sep 2022 09:49:10.000          359.402             64.642    20770.725461
                  14 Sep 2022 09:50:10.000            0.412             64.788    20764.145368
                  14 Sep 2022 09:51:10.000            1.432             64.931    20757.713969
                  14 Sep 2022 09:52:10.000            2.461             65.070    20751.432606
                  14 Sep 2022 09:53:10.000            3.498             65.206    20745.302631
                  14 Sep 2022 09:54:10.000            4.545             65.338    20739.325411
                  14 Sep 2022 09:55:10.000            5.601             65.466    20733.502328
                  14 Sep 2022 09:56:10.000            6.666             65.591    20727.834776
                  14 Sep 2022 09:57:10.000            7.739             65.711    20722.324160
                  14 Sep 2022 09:58:10.000            8.822             65.827    20716.971899
                  14 Sep 2022 09:59:10.000            9.913             65.940    20711.779425
                  14 Sep 2022 10:00:10.000           11.012             66.047    20706.748178
                  14 Sep 2022 10:01:10.000           12.120             66.151    20701.879613
                  14 Sep 2022 10:02:10.000           13.236             66.250    20697.175195
                  14 Sep 2022 10:03:10.000           14.360             66.344    20692.636397
                  14 Sep 2022 10:04:10.000           15.492             66.434    20688.264706
                  14 Sep 2022 10:05:10.000           16.632             66.519    20684.061615
                  14 Sep 2022 10:06:10.000           17.778             66.599    20680.028629
                  14 Sep 2022 10:07:10.000           18.932             66.674    20676.167262
                  14 Sep 2022 10:08:10.000           20.092             66.744    20672.479034
                  14 Sep 2022 10:09:10.000           21.259             66.809    20668.965475
                  14 Sep 2022 10:10:10.000           22.432             66.869    20665.628123
                  14 Sep 2022 10:11:10.000           23.611             66.923    20662.468521
                  14 Sep 2022 10:12:10.000           24.795             66.972    20659.488221
                  14 Sep 2022 10:13:10.000           25.984             67.016    20656.688781
                  14 Sep 2022 10:14:10.000           27.178             67.054    20654.071763
                  14 Sep 2022 10:15:10.000           28.377             67.087    20651.638738
                  14 Sep 2022 10:16:10.000           29.578             67.114    20649.391278
                  14 Sep 2022 10:17:10.000           30.784             67.135    20647.330962
                  14 Sep 2022 10:18:10.000           31.992             67.151    20645.459371
                  14 Sep 2022 10:19:10.000           33.203             67.160    20643.778092
                  14 Sep 2022 10:20:10.000           34.416             67.164    20642.288713
                  14 Sep 2022 10:21:10.000           35.630             67.162    20640.992827
                  14 Sep 2022 10:22:10.000           36.845             67.153    20639.892024
                  14 Sep 2022 10:23:10.000           38.061             67.139    20638.987902
                  14 Sep 2022 10:24:10.000           39.277             67.119    20638.282054
                  14 Sep 2022 10:25:10.000           40.493             67.092    20637.776077
                  14 Sep 2022 10:26:10.000           41.707             67.060    20637.471568
                  14 Sep 2022 10:27:10.000           42.920             67.021    20637.370122
                  14 Sep 2022 10:28:10.000           44.131             66.977    20637.473334
                  14 Sep 2022 10:29:10.000           45.340             66.926    20637.782796
                  14 Sep 2022 10:30:10.000           46.545             66.869    20638.300099
                  14 Sep 2022 10:31:10.000           47.747             66.806    20639.026830
                  14 Sep 2022 10:32:10.000           48.945             66.736    20639.964575
                  14 Sep 2022 10:33:10.000           50.139             66.661    20641.114913
                  14 Sep 2022 10:34:10.000           51.328             66.579    20642.479423
                  14 Sep 2022 10:35:10.000           52.511             66.492    20644.059673
