                                                                          24 Dec 2022 11:41:31
Civil Air Patrol Use Only
Facility-Xian-Sensor-Sensor1-To-Satellite-gps-svn45:  Inview Azimuth, Elevation, & Range


Sensor1-To-gps-svn45 - AER reported in the object's default AER frame
---------------------------------------------------------------------
                         Time (UTCG)          Azimuth (deg)    Elevation (deg)     Range (km) 
                  ------------------------    -------------    ---------------    ------------
                  14 Sep 2022 16:59:04.218          147.458             38.000    21709.673481
                  14 Sep 2022 17:00:04.000          147.106             38.425    21682.710657
                  14 Sep 2022 17:01:04.000          146.748             38.852    21655.964130
                  14 Sep 2022 17:02:04.000          146.385             39.278    21629.537291
                  14 Sep 2022 17:03:04.000          146.016             39.703    21603.434389
                  14 Sep 2022 17:04:04.000          145.643             40.127    21577.659629
                  14 Sep 2022 17:05:04.000          145.263             40.550    21552.217174
                  14 Sep 2022 17:06:04.000          144.879             40.973    21527.111140
                  14 Sep 2022 17:07:04.000          144.488             41.394    21502.345597
                  14 Sep 2022 17:08:04.000          144.091             41.814    21477.924569
                  14 Sep 2022 17:09:04.000          143.688             42.233    21453.852027
                  14 Sep 2022 17:10:04.000          143.279             42.651    21430.131897
                  14 Sep 2022 17:11:04.000          142.864             43.067    21406.768049
                  14 Sep 2022 17:12:04.000          142.441             43.482    21383.764304
                  14 Sep 2022 17:13:04.000          142.012             43.895    21361.124428
                  14 Sep 2022 17:14:04.000          141.575             44.306    21338.852131
                  14 Sep 2022 17:15:04.000          141.132             44.716    21316.951069
                  14 Sep 2022 17:16:04.000          140.681             45.124    21295.424839
                  14 Sep 2022 17:17:04.000          140.222             45.530    21274.276980
                  14 Sep 2022 17:18:04.000          139.755             45.934    21253.510974
                  14 Sep 2022 17:19:04.000          139.280             46.336    21233.130238
                  14 Sep 2022 17:20:04.000          138.797             46.735    21213.138132
                  14 Sep 2022 17:21:04.000          138.306             47.132    21193.537949
                  14 Sep 2022 17:22:04.000          137.806             47.527    21174.332921
                  14 Sep 2022 17:23:04.000          137.297             47.919    21155.526215
                  14 Sep 2022 17:24:04.000          136.778             48.308    21137.120929
                  14 Sep 2022 17:25:04.000          136.251             48.694    21119.120098
                  14 Sep 2022 17:26:04.000          135.714             49.078    21101.526687
                  14 Sep 2022 17:27:04.000          135.167             49.458    21084.343593
                  14 Sep 2022 17:28:04.000          134.610             49.835    21067.573641
                  14 Sep 2022 17:29:04.000          134.043             50.208    21051.219587
                  14 Sep 2022 17:30:04.000          133.466             50.578    21035.284115
                  14 Sep 2022 17:31:04.000          132.878             50.944    21019.769837
                  14 Sep 2022 17:32:04.000          132.280             51.307    21004.679289
