                                                                           8 Sep 2023 19:22:57
Civil Air Patrol Use Only
Facility-Xian-To-Satellite-gps-svn56:  Inview Azimuth, Elevation, & Range


Xian-To-gps-svn56 - AER reported in the object's default AER frame
------------------------------------------------------------------
                         Time (UTCG)          Azimuth (deg)    Elevation (deg)     Range (km) 
                  ------------------------    -------------    ---------------    ------------
                  14 Sep 2022 11:56:15.931          205.638             30.000    22576.671013
                  14 Sep 2022 11:59:15.000          206.084             31.378    22454.551169
                  14 Sep 2022 12:02:15.000          206.558             32.770    22333.733539
                  14 Sep 2022 12:05:15.000          207.059             34.169    22214.961746
                  14 Sep 2022 12:08:15.000          207.587             35.574    22098.338149
                  14 Sep 2022 12:11:15.000          208.145             36.985    21983.963318
                  14 Sep 2022 12:14:15.000          208.733             38.401    21871.935834
                  14 Sep 2022 12:17:15.000          209.353             39.823    21762.352097
                  14 Sep 2022 12:20:15.000          210.006             41.249    21655.306128
                  14 Sep 2022 12:23:15.000          210.695             42.679    21550.889367
                  14 Sep 2022 12:26:15.000          211.422             44.113    21449.190476
                  14 Sep 2022 12:29:15.000          212.189             45.550    21350.295138
                  14 Sep 2022 12:32:15.000          213.000             46.989    21254.285864
                  14 Sep 2022 12:35:15.000          213.857             48.430    21161.241807
                  14 Sep 2022 12:38:15.000          214.764             49.871    21071.238540
                  14 Sep 2022 12:41:15.000          215.725             51.313    20984.347919
                  14 Sep 2022 12:44:15.000          216.746             52.754    20900.637877
                  14 Sep 2022 12:47:15.000          217.831             54.193    20820.172257
                  14 Sep 2022 12:50:15.000          218.988             55.629    20743.010655
                  14 Sep 2022 12:53:15.000          220.224             57.061    20669.208266
                  14 Sep 2022 12:56:15.000          221.547             58.487    20598.815746
                  14 Sep 2022 12:59:15.000          222.969             59.906    20531.879078
                  14 Sep 2022 13:02:15.000          224.500             61.316    20468.439464
                  14 Sep 2022 13:05:15.000          226.156             62.716    20408.533227
                  14 Sep 2022 13:08:15.000          227.954             64.102    20352.191695
                  14 Sep 2022 13:11:15.000          229.913             65.471    20299.441177
                  14 Sep 2022 13:14:15.000          232.057             66.822    20250.302882
                  14 Sep 2022 13:17:15.000          234.415             68.149    20204.792883
                  14 Sep 2022 13:20:15.000          237.021             69.449    20162.922107
                  14 Sep 2022 13:23:15.000          239.915             70.715    20124.696328
                  14 Sep 2022 13:26:15.000          243.145             71.940    20090.116190
                  14 Sep 2022 13:29:15.000          246.765             73.116    20059.177239
                  14 Sep 2022 13:32:15.000          250.839             74.233    20031.869986
                  14 Sep 2022 13:35:15.000          255.432             75.278    20008.179955
                  14 Sep 2022 13:38:15.000          260.612             76.236    19988.087812
                  14 Sep 2022 13:41:15.000          266.434             77.087    19971.569443
                  14 Sep 2022 13:44:15.000          272.927             77.813    19958.596088
                  14 Sep 2022 13:47:15.000          280.070             78.390    19949.134483
                  14 Sep 2022 13:50:15.000          287.772             78.799    19943.147012
                  14 Sep 2022 13:53:15.000          295.861             79.023    19940.591873
                  14 Sep 2022 13:56:15.000          304.096             79.054    19941.423268
                  14 Sep 2022 13:59:15.000          312.210             78.893    19945.591593
                  14 Sep 2022 14:02:15.000          319.960             78.552    19953.043630
                  14 Sep 2022 14:05:15.000          327.174             78.048    19963.722783
                  14 Sep 2022 14:08:15.000          333.757             77.405    19977.569282
                  14 Sep 2022 14:11:15.000          339.687             76.645    19994.520415
                  14 Sep 2022 14:14:15.000          344.993             75.791    20014.510761
                  14 Sep 2022 14:17:15.000          349.729             74.860    20037.472427
                  14 Sep 2022 14:20:15.000          353.963             73.871    20063.335284
                  14 Sep 2022 14:23:15.000          357.760             72.834    20092.027212
                  14 Sep 2022 14:26:15.000            1.184             71.761    20123.474333
                  14 Sep 2022 14:29:15.000            4.290             70.661    20157.601258
                  14 Sep 2022 14:32:15.000            7.124             69.540    20194.331315
                  14 Sep 2022 14:35:15.000            9.729             68.403    20233.586789
                  14 Sep 2022 14:38:15.000           12.137             67.256    20275.289148
                  14 Sep 2022 14:41:15.000           14.377             66.102    20319.359263
                  14 Sep 2022 14:44:15.000           16.474             64.944    20365.717631
                  14 Sep 2022 14:47:15.000           18.448             63.784    20414.284581
                  14 Sep 2022 14:50:15.000           20.315             62.624    20464.980477
                  14 Sep 2022 14:53:15.000           22.090             61.466    20517.725917
                  14 Sep 2022 14:56:15.000           23.785             60.312    20572.441912
                  14 Sep 2022 14:59:15.000           25.411             59.163    20629.050072
                  14 Sep 2022 15:02:15.000           26.975             58.019    20687.472764
                  14 Sep 2022 15:05:15.000           28.486             56.882    20747.633280
                  14 Sep 2022 15:08:15.000           29.951             55.752    20809.455980
                  14 Sep 2022 15:11:15.000           31.374             54.629    20872.866432
                  14 Sep 2022 15:14:15.000           32.761             53.515    20937.791544
                  14 Sep 2022 15:17:15.000           34.116             52.409    21004.159679
                  14 Sep 2022 15:20:15.000           35.442             51.313    21071.900761
                  14 Sep 2022 15:23:15.000           36.743             50.226    21140.946402
                  14 Sep 2022 15:26:15.000           38.022             49.148    21211.229950
                  14 Sep 2022 15:29:15.000           39.280             48.080    21282.686599
                  14 Sep 2022 15:32:15.000           40.521             47.021    21355.253453
                  14 Sep 2022 15:35:15.000           41.746             45.973    21428.869589
                  14 Sep 2022 15:38:15.000           42.957             44.934    21503.476114
                  14 Sep 2022 15:41:15.000           44.156             43.905    21579.016206
                  14 Sep 2022 15:44:15.000           45.343             42.886    21655.435157
                  14 Sep 2022 15:47:15.000           46.520             41.877    21732.680400
                  14 Sep 2022 15:50:15.000           47.688             40.877    21810.701533
                  14 Sep 2022 15:53:15.000           48.848             39.888    21889.450335
                  14 Sep 2022 15:56:15.000           50.001             38.908    21968.880772
                  14 Sep 2022 15:59:15.000           51.147             37.937    22048.949002
                  14 Sep 2022 16:02:15.000           52.287             36.976    22129.613370
                  14 Sep 2022 16:05:15.000           53.422             36.024    22210.834396
                  14 Sep 2022 16:08:15.000           54.552             35.082    22292.574764
                  14 Sep 2022 16:11:15.000           55.678             34.148    22374.799294
                  14 Sep 2022 16:14:15.000           56.799             33.222    22457.474923
                  14 Sep 2022 16:17:15.000           57.917             32.306    22540.570670
                  14 Sep 2022 16:20:15.000           59.032             31.397    22624.057601
