                                                                          24 Dec 2022 11:43:58
Civil Air Patrol Use Only
Facility-Xian-Sensor-Sensor1-To-Satellite-gps-svn41:  Inview Azimuth, Elevation, & Range


Sensor1-To-gps-svn41 - AER reported in the object's default AER frame
---------------------------------------------------------------------
                         Time (UTCG)          Azimuth (deg)    Elevation (deg)     Range (km) 
                  ------------------------    -------------    ---------------    ------------
                  15 Sep 2022 18:37:28.432          311.384             38.000    22188.953329
                  15 Sep 2022 18:38:28.000          311.678             38.352    22162.286552
                  15 Sep 2022 18:39:28.000          311.974             38.709    22135.497695
                  15 Sep 2022 18:40:28.000          312.270             39.066    22108.782131
                  15 Sep 2022 18:41:28.000          312.566             39.425    22082.141739
                  15 Sep 2022 18:42:28.000          312.861             39.785    22055.578428
                  15 Sep 2022 18:43:28.000          313.156             40.146    22029.094129
                  15 Sep 2022 18:44:28.000          313.451             40.508    22002.690799
                  15 Sep 2022 18:45:28.000          313.745             40.872    21976.370423
                  15 Sep 2022 18:46:28.000          314.039             41.237    21950.135008
                  15 Sep 2022 18:47:28.000          314.332             41.603    21923.986588
                  15 Sep 2022 18:48:28.000          314.626             41.971    21897.927223
                  15 Sep 2022 18:49:28.000          314.919             42.339    21871.958994
                  15 Sep 2022 18:50:28.000          315.212             42.709    21846.084011
                  15 Sep 2022 18:51:28.000          315.504             43.081    21820.304406
                  15 Sep 2022 18:52:28.000          315.796             43.453    21794.622336
                  15 Sep 2022 18:53:28.000          316.088             43.827    21769.039983
                  15 Sep 2022 18:54:28.000          316.380             44.202    21743.559551
                  15 Sep 2022 18:55:28.000          316.672             44.579    21718.183269
                  15 Sep 2022 18:56:28.000          316.963             44.957    21692.913391
                  15 Sep 2022 18:57:28.000          317.254             45.336    21667.752191
                  15 Sep 2022 18:58:28.000          317.545             45.716    21642.701970
                  15 Sep 2022 18:59:28.000          317.836             46.098    21617.765048
                  15 Sep 2022 19:00:28.000          318.127             46.481    21592.943770
                  15 Sep 2022 19:01:28.000          318.417             46.865    21568.240504
                  15 Sep 2022 19:02:28.000          318.708             47.251    21543.657637
                  15 Sep 2022 19:03:28.000          318.998             47.638    21519.197582
                  15 Sep 2022 19:04:28.000          319.288             48.026    21494.862769
                  15 Sep 2022 19:05:28.000          319.579             48.416    21470.655652
                  15 Sep 2022 19:06:28.000          319.869             48.806    21446.578705
                  15 Sep 2022 19:07:28.000          320.159             49.199    21422.634423
                  15 Sep 2022 19:08:28.000          320.450             49.592    21398.825321
                  15 Sep 2022 19:09:28.000          320.740             49.987    21375.153933
                  15 Sep 2022 19:10:28.000          321.030             50.383    21351.622813
                  15 Sep 2022 19:11:28.000          321.321             50.781    21328.234535
                  15 Sep 2022 19:12:28.000          321.612             51.180    21304.991690
                  15 Sep 2022 19:13:28.000          321.903             51.580    21281.896889
                  15 Sep 2022 19:14:28.000          322.194             51.981    21258.952759
                  15 Sep 2022 19:15:28.000          322.485             52.384    21236.161947
                  15 Sep 2022 19:16:28.000          322.777             52.788    21213.527113
                  15 Sep 2022 19:17:28.000          323.069             53.194    21191.050938
                  15 Sep 2022 19:18:28.000          323.361             53.600    21168.736116
                  15 Sep 2022 19:19:28.000          323.654             54.009    21146.585358
                  15 Sep 2022 19:20:28.000          323.947             54.418    21124.601390
                  15 Sep 2022 19:21:28.000          324.241             54.829    21102.786952
                  15 Sep 2022 19:22:28.000          324.535             55.241    21081.144799
                  15 Sep 2022 19:23:28.000          324.830             55.654    21059.677698
                  15 Sep 2022 19:24:28.000          325.125             56.069    21038.388432
                  15 Sep 2022 19:25:28.000          325.422             56.485    21017.279794
                  15 Sep 2022 19:26:28.000          325.719             56.902    20996.354590
                  15 Sep 2022 19:27:28.000          326.017             57.321    20975.615637
                  15 Sep 2022 19:28:28.000          326.316             57.740    20955.065762
                  15 Sep 2022 19:29:28.000          326.616             58.162    20934.707805
                  15 Sep 2022 19:30:28.000          326.917             58.584    20914.544612
                  15 Sep 2022 19:31:28.000          327.219             59.008    20894.579041
                  15 Sep 2022 19:32:28.000          327.523             59.433    20874.813956
                  15 Sep 2022 19:33:28.000          327.828             59.859    20855.252232
                  15 Sep 2022 19:34:28.000          328.134             60.287    20835.896747
                  15 Sep 2022 19:35:28.000          328.442             60.715    20816.750388
                  15 Sep 2022 19:36:28.000          328.752             61.146    20797.816048
                  15 Sep 2022 19:37:28.000          329.064             61.577    20779.096623
                  15 Sep 2022 19:38:28.000          329.378             62.009    20760.595016
                  15 Sep 2022 19:39:28.000          329.693             62.443    20742.314131
                  15 Sep 2022 19:40:28.000          330.012             62.878    20724.256877
                  15 Sep 2022 19:41:28.000          330.332             63.315    20706.426164
                  15 Sep 2022 19:42:28.000          330.655             63.752    20688.824904
                  15 Sep 2022 19:43:28.000          330.982             64.191    20671.456010
                  15 Sep 2022 19:44:28.000          331.311             64.631    20654.322395
                  15 Sep 2022 19:45:28.000          331.643             65.072    20637.426969
                  15 Sep 2022 19:46:28.000          331.979             65.514    20620.772643
                  15 Sep 2022 19:47:28.000          332.319             65.957    20604.362325
                  15 Sep 2022 19:48:28.000          332.663             66.402    20588.198920
                  15 Sep 2022 19:49:28.000          333.011             66.847    20572.285329
                  15 Sep 2022 19:50:28.000          333.364             67.294    20556.624446
                  15 Sep 2022 19:51:28.000          333.722             67.742    20541.219162
                  15 Sep 2022 19:52:28.000          334.085             68.191    20526.072362
                  15 Sep 2022 19:53:28.000          334.454             68.641    20511.186921
                  15 Sep 2022 19:54:28.000          334.830             69.092    20496.565707
                  15 Sep 2022 19:55:28.000          335.212             69.544    20482.211581
                  15 Sep 2022 19:56:28.000          335.602             69.997    20468.127391
                  15 Sep 2022 19:57:28.000          335.999             70.451    20454.315975
                  15 Sep 2022 19:58:28.000          336.406             70.906    20440.780162
                  15 Sep 2022 19:59:28.000          336.821             71.362    20427.522765
                  15 Sep 2022 20:00:28.000          337.247             71.819    20414.546585
                  15 Sep 2022 20:01:28.000          337.684             72.276    20401.854410
                  15 Sep 2022 20:02:28.000          338.133             72.735    20389.449010
                  15 Sep 2022 20:03:28.000          338.595             73.194    20377.333142
                  15 Sep 2022 20:04:28.000          339.072             73.654    20365.509544
