                                                                          24 Dec 2022 11:43:02
Civil Air Patrol Use Only
Facility-Xian-Sensor-Sensor1-To-Satellite-gps-svn78:  Inview Azimuth, Elevation, & Range


Sensor1-To-gps-svn78 - AER reported in the object's default AER frame
---------------------------------------------------------------------
                         Time (UTCG)          Azimuth (deg)    Elevation (deg)     Range (km) 
                  ------------------------    -------------    ---------------    ------------
                  15 Sep 2022 04:20:49.480          317.599             38.000    22161.327401
                  15 Sep 2022 04:21:49.000          317.666             38.418    22129.631162
                  15 Sep 2022 04:22:49.000          317.730             38.840    22097.826789
                  15 Sep 2022 04:23:49.000          317.790             39.263    22066.173883
                  15 Sep 2022 04:24:49.000          317.846             39.687    22034.676017
                  15 Sep 2022 04:25:49.000          317.898             40.113    22003.336791
                  15 Sep 2022 04:26:49.000          317.946             40.539    21972.159813
                  15 Sep 2022 04:27:49.000          317.990             40.967    21941.148715
                  15 Sep 2022 04:28:49.000          318.029             41.395    21910.307141
                  15 Sep 2022 04:29:49.000          318.064             41.825    21879.638755
                  15 Sep 2022 04:30:49.000          318.095             42.256    21849.147231
                  15 Sep 2022 04:31:49.000          318.121             42.687    21818.836261
                  15 Sep 2022 04:32:49.000          318.142             43.120    21788.709550
                  15 Sep 2022 04:33:49.000          318.159             43.554    21758.770815
                  15 Sep 2022 04:34:49.000          318.170             43.988    21729.023786
                  15 Sep 2022 04:35:49.000          318.177             44.424    21699.472205
                  15 Sep 2022 04:36:49.000          318.178             44.860    21670.119825
                  15 Sep 2022 04:37:49.000          318.174             45.298    21640.970407
                  15 Sep 2022 04:38:49.000          318.164             45.736    21612.027727
                  15 Sep 2022 04:39:49.000          318.149             46.175    21583.295560
                  15 Sep 2022 04:40:49.000          318.128             46.615    21554.777696
                  15 Sep 2022 04:41:49.000          318.101             47.056    21526.477933
                  15 Sep 2022 04:42:49.000          318.067             47.497    21498.400070
                  15 Sep 2022 04:43:49.000          318.028             47.939    21470.547912
                  15 Sep 2022 04:44:49.000          317.982             48.382    21442.925272
                  15 Sep 2022 04:45:49.000          317.930             48.826    21415.535963
                  15 Sep 2022 04:46:49.000          317.870             49.270    21388.383802
                  15 Sep 2022 04:47:49.000          317.804             49.715    21361.472607
                  15 Sep 2022 04:48:49.000          317.730             50.160    21334.806197
                  15 Sep 2022 04:49:49.000          317.649             50.606    21308.388392
                  15 Sep 2022 04:50:49.000          317.560             51.052    21282.223008
                  15 Sep 2022 04:51:49.000          317.463             51.499    21256.313863
                  15 Sep 2022 04:52:49.000          317.358             51.946    21230.664768
                  15 Sep 2022 04:53:49.000          317.244             52.394    21205.279530
                  15 Sep 2022 04:54:49.000          317.122             52.842    21180.161956
                  15 Sep 2022 04:55:49.000          316.990             53.290    21155.315840
                  15 Sep 2022 04:56:49.000          316.849             53.738    21130.744970
                  15 Sep 2022 04:57:49.000          316.699             54.187    21106.453132
                  15 Sep 2022 04:58:49.000          316.538             54.635    21082.444096
                  15 Sep 2022 04:59:49.000          316.367             55.084    21058.721624
                  15 Sep 2022 05:00:49.000          316.185             55.532    21035.289466
                  15 Sep 2022 05:01:49.000          315.992             55.981    21012.151362
                  15 Sep 2022 05:02:49.000          315.788             56.429    20989.311032
                  15 Sep 2022 05:03:49.000          315.571             56.877    20966.772188
                  15 Sep 2022 05:04:49.000          315.342             57.325    20944.538525
                  15 Sep 2022 05:05:49.000          315.100             57.772    20922.613715
                  15 Sep 2022 05:06:49.000          314.844             58.219    20901.001420
                  15 Sep 2022 05:07:49.000          314.575             58.665    20879.705277
                  15 Sep 2022 05:08:49.000          314.291             59.110    20858.728905
                  15 Sep 2022 05:09:49.000          313.992             59.555    20838.075899
                  15 Sep 2022 05:10:49.000          313.678             59.999    20817.749834
                  15 Sep 2022 05:11:49.000          313.347             60.442    20797.754259
                  15 Sep 2022 05:12:49.000          312.999             60.883    20778.092699
                  15 Sep 2022 05:13:49.000          312.633             61.324    20758.768651
                  15 Sep 2022 05:14:49.000          312.249             61.762    20739.785586
                  15 Sep 2022 05:15:49.000          311.846             62.200    20721.146945
                  15 Sep 2022 05:16:49.000          311.423             62.635    20702.856139
                  15 Sep 2022 05:17:49.000          310.979             63.069    20684.916547
                  15 Sep 2022 05:18:49.000          310.513             63.501    20667.331520
                  15 Sep 2022 05:19:49.000          310.025             63.931    20650.104369
                  15 Sep 2022 05:20:49.000          309.512             64.358    20633.238373
                  15 Sep 2022 05:21:49.000          308.976             64.782    20616.736775
                  15 Sep 2022 05:22:49.000          308.413             65.204    20600.602783
                  15 Sep 2022 05:23:49.000          307.823             65.623    20584.839562
                  15 Sep 2022 05:24:49.000          307.206             66.038    20569.450238
                  15 Sep 2022 05:25:49.000          306.559             66.450    20554.437898
                  15 Sep 2022 05:26:49.000          305.882             66.858    20539.805589
                  15 Sep 2022 05:27:49.000          305.173             67.262    20525.556307
                  15 Sep 2022 05:28:49.000          304.431             67.661    20511.693012
