                                                                          24 Dec 2022 11:43:32
Civil Air Patrol Use Only
Facility-Xian-Sensor-Sensor1-To-Satellite-gps-svn56:  Inview Azimuth, Elevation, & Range


Sensor1-To-gps-svn56 - AER reported in the object's default AER frame
---------------------------------------------------------------------
                         Time (UTCG)          Azimuth (deg)    Elevation (deg)     Range (km) 
                  ------------------------    -------------    ---------------    ------------
                  15 Sep 2022 12:10:34.350          209.488             38.000    21900.721940
                  15 Sep 2022 12:11:34.000          209.694             38.469    21864.045886
                  15 Sep 2022 12:12:34.000          209.905             38.940    21827.426872
                  15 Sep 2022 12:13:34.000          210.119             39.413    21791.084275
                  15 Sep 2022 12:14:34.000          210.337             39.885    21755.021512
                  15 Sep 2022 12:15:34.000          210.559             40.358    21719.241967
                  15 Sep 2022 12:16:34.000          210.785             40.832    21683.748995
                  15 Sep 2022 12:17:34.000          211.015             41.306    21648.545913
                  15 Sep 2022 12:18:34.000          211.248             41.781    21613.636008
                  15 Sep 2022 12:19:34.000          211.486             42.256    21579.022530
                  15 Sep 2022 12:20:34.000          211.728             42.731    21544.708695
                  15 Sep 2022 12:21:34.000          211.975             43.207    21510.697682
                  15 Sep 2022 12:22:34.000          212.225             43.683    21476.992632
                  15 Sep 2022 12:23:34.000          212.480             44.159    21443.596649
                  15 Sep 2022 12:24:34.000          212.740             44.635    21410.512798
                  15 Sep 2022 12:25:34.000          213.004             45.112    21377.744105
                  15 Sep 2022 12:26:34.000          213.274             45.589    21345.293554
                  15 Sep 2022 12:27:34.000          213.548             46.067    21313.164090
                  15 Sep 2022 12:28:34.000          213.827             46.544    21281.358615
                  15 Sep 2022 12:29:34.000          214.111             47.022    21249.879989
                  15 Sep 2022 12:30:34.000          214.400             47.499    21218.731028
                  15 Sep 2022 12:31:34.000          214.695             47.977    21187.914504
                  15 Sep 2022 12:32:34.000          214.995             48.455    21157.433146
                  15 Sep 2022 12:33:34.000          215.301             48.933    21127.289633
                  15 Sep 2022 12:34:34.000          215.613             49.411    21097.486603
