       Time (UTCG)          gps-01_svn63 - x (km)    gps-01_svn63 - y (km)    gps-01_svn63 - z (km)
14 Sep 2022 20:58:00.000            -14257.050152              2520.520386             21963.052051
14 Sep 2022 20:59:00.000            -14296.713451              2353.847595             21957.815329
14 Sep 2022 21:00:00.000            -14336.981425              2187.384114             21950.848033
14 Sep 2022 21:01:00.000            -14377.849998              2021.145186             21942.151055
14 Sep 2022 21:02:00.000            -14419.314926              1855.145994             21931.725425
14 Sep 2022 21:03:00.000            -14461.371802              1689.401669             21919.572314
14 Sep 2022 21:04:00.000            -14504.016053              1523.927279             21905.693031
14 Sep 2022 21:05:00.000            -14547.242946              1358.737832             21890.089025
14 Sep 2022 21:06:00.000            -14591.047584              1193.848270             21872.761883
14 Sep 2022 21:07:00.000            -14635.424911              1029.273471             21853.713333
14 Sep 2022 21:08:00.000            -14680.369709               865.028242             21832.945237
14 Sep 2022 21:09:00.000            -14725.876600               701.127319             21810.459601
14 Sep 2022 21:10:00.000            -14771.940051               537.585363             21786.258564
14 Sep 2022 21:11:00.000            -14818.554369               374.416963             21760.344404
14 Sep 2022 21:12:00.000            -14865.713706               211.636626             21732.719537
14 Sep 2022 21:13:00.000            -14913.412058                49.258779             21703.386516
14 Sep 2022 21:14:00.000            -14961.643269              -112.702232             21672.348030
14 Sep 2022 21:15:00.000            -15010.401027              -274.232148             21639.606903
14 Sep 2022 21:16:00.000            -15059.678871              -435.316797             21605.166098
14 Sep 2022 21:17:00.000            -15109.470188              -595.942095             21569.028710
14 Sep 2022 21:18:00.000            -15159.768217              -756.094051             21531.197971
14 Sep 2022 21:19:00.000            -15210.566047              -915.758769             21491.677249
14 Sep 2022 21:20:00.000            -15261.856621             -1074.922447             21450.470042
14 Sep 2022 21:21:00.000            -15313.632738             -1233.571381             21407.579987
14 Sep 2022 21:22:00.000            -15365.887051             -1391.691970             21363.010851
14 Sep 2022 21:23:00.000            -15418.612071             -1549.270712             21316.766535
14 Sep 2022 21:24:00.000            -15471.800166             -1706.294213             21268.851073
14 Sep 2022 21:25:00.000            -15525.443565             -1862.749181             21219.268630
14 Sep 2022 21:26:00.000            -15579.534360             -2018.622438             21168.023505
14 Sep 2022 21:27:00.000            -15634.064503             -2173.900913             21115.120124
14 Sep 2022 21:28:00.000            -15689.025811             -2328.571647             21060.563048
14 Sep 2022 21:29:00.000            -15744.409969             -2482.621799             21004.356965
14 Sep 2022 21:30:00.000            -15800.208525             -2636.038641             20946.506694
14 Sep 2022 21:31:00.000            -15856.412900             -2788.809565             20887.017183
14 Sep 2022 21:32:00.000            -15913.014383             -2940.922084             20825.893509
14 Sep 2022 21:33:00.000            -15970.004136             -3092.363831             20763.140874
14 Sep 2022 21:34:00.000            -16027.373194             -3243.122566             20698.764612
14 Sep 2022 21:35:00.000            -16085.112467             -3393.186173             20632.770180
14 Sep 2022 21:36:00.000            -16143.212743             -3542.542663             20565.163163
14 Sep 2022 21:37:00.000            -16201.664688             -3691.180178             20495.949271
14 Sep 2022 21:38:00.000            -16260.458847             -3839.086990             20425.134340
14 Sep 2022 21:39:00.000            -16319.585650             -3986.251506             20352.724329
14 Sep 2022 21:40:00.000            -16379.035409             -4132.662265             20278.725322
14 Sep 2022 21:41:00.000            -16438.798320             -4278.307944             20203.143525
14 Sep 2022 21:42:00.000            -16498.864469             -4423.177357             20125.985268
14 Sep 2022 21:43:00.000            -16559.223829             -4567.259459             20047.257001
14 Sep 2022 21:44:00.000            -16619.866266             -4710.543346             19966.965297
14 Sep 2022 21:45:00.000            -16680.781538             -4853.018254             19885.116849
14 Sep 2022 21:46:00.000            -16741.959296             -4994.673567             19801.718468
14 Sep 2022 21:47:00.000            -16803.389090             -5135.498813             19716.777086
14 Sep 2022 21:48:00.000            -16865.060366             -5275.483668             19630.299754
14 Sep 2022 21:49:00.000            -16926.962474             -5414.617955             19542.293640
14 Sep 2022 21:50:00.000            -16989.084662             -5552.891650             19452.766027
14 Sep 2022 21:51:00.000            -17051.416086             -5690.294879             19361.724317
14 Sep 2022 21:52:00.000            -17113.945805             -5826.817921             19269.176027
14 Sep 2022 21:53:00.000            -17176.662788             -5962.451210             19175.128788
14 Sep 2022 21:54:00.000            -17239.555915             -6097.185336             19079.590346
14 Sep 2022 21:55:00.000            -17302.613976             -6231.011043             18982.568558
14 Sep 2022 21:56:00.000            -17365.825676             -6363.919238             18884.071397
14 Sep 2022 21:57:00.000            -17429.179638             -6495.900984             18784.106945
14 Sep 2022 21:58:00.000            -17492.664402             -6626.947506             18682.683395
14 Sep 2022 21:59:00.000            -17556.268427             -6757.050190             18579.809053
14 Sep 2022 22:00:00.000            -17619.980097             -6886.200585             18475.492331
14 Sep 2022 22:01:00.000            -17683.787720             -7014.390406             18369.741751
14 Sep 2022 22:02:00.000            -17747.679529             -7141.611531             18262.565943
14 Sep 2022 22:03:00.000            -17811.643689             -7267.856006             18153.973643
14 Sep 2022 22:04:00.000            -17875.668292             -7393.116042             18043.973694
14 Sep 2022 22:05:00.000            -17939.741367             -7517.384019             17932.575043
14 Sep 2022 22:06:00.000            -18003.850875             -7640.652489             17819.786743
14 Sep 2022 22:07:00.000            -18067.984718             -7762.914170             17705.617949
14 Sep 2022 22:08:00.000            -18132.130734             -7884.161954             17590.077919
14 Sep 2022 22:09:00.000            -18196.276705             -8004.388903             17473.176014
       Time (UTCG)          gps-02_svn61 - x (km)    gps-02_svn61 - y (km)    gps-02_svn61 - z (km)
------------------------    ---------------------    ---------------------    ---------------------
14 Sep 2022 04:00:00.000            -12925.796119             19510.684096             13376.004792
14 Sep 2022 04:01:00.000            -13010.758140             19553.687466             13223.579401
14 Sep 2022 04:02:00.000            -13094.640878             19596.371124             13070.184969
14 Sep 2022 04:03:00.000            -13177.442303             19638.722792             12915.832395
14 Sep 2022 04:04:00.000            -13259.160540             19680.730188             12760.532654
14 Sep 2022 04:05:00.000            -13339.793877             19722.381026             12604.296795
14 Sep 2022 04:06:00.000            -13419.340758             19763.663016             12447.135943
14 Sep 2022 04:07:00.000            -13497.799788             19804.563871             12289.061292
14 Sep 2022 04:08:00.000            -13575.169728             19845.071304             12130.084114
14 Sep 2022 04:09:00.000            -13651.449501             19885.173033             11970.215749
14 Sep 2022 04:10:00.000            -13726.638188             19924.856783             11809.467610
14 Sep 2022 04:11:00.000            -13800.735030             19964.110287             11647.851181
14 Sep 2022 04:12:00.000            -13873.739426             20002.921288             11485.378015
14 Sep 2022 04:13:00.000            -13945.650935             20041.277542             11322.059736
14 Sep 2022 04:14:00.000            -14016.469277             20079.166821             11157.908037
14 Sep 2022 04:15:00.000            -14086.194327             20116.576912             10992.934677
14 Sep 2022 04:16:00.000            -14154.826124             20153.495622             10827.151484
14 Sep 2022 04:17:00.000            -14222.364863             20189.910781             10660.570354
14 Sep 2022 04:18:00.000            -14288.810898             20225.810238             10493.203247
14 Sep 2022 04:19:00.000            -14354.164742             20261.181871             10325.062190
14 Sep 2022 04:20:00.000            -14418.427068             20296.013583             10156.159274
14 Sep 2022 04:21:00.000            -14481.598706             20330.293309              9986.506656
14 Sep 2022 04:22:00.000            -14543.680644             20364.009014              9816.116553
14 Sep 2022 04:23:00.000            -14604.674028             20397.148697              9645.001248
14 Sep 2022 04:24:00.000            -14664.580162             20429.700394              9473.173085
14 Sep 2022 04:25:00.000            -14723.400507             20461.652176              9300.644468
14 Sep 2022 04:26:00.000            -14781.136681             20492.992158              9127.427863
14 Sep 2022 04:27:00.000            -14837.790459             20523.708495              8953.535796
14 Sep 2022 04:28:00.000            -14893.363772             20553.789386              8778.980851
14 Sep 2022 04:29:00.000            -14947.858706             20583.223077              8603.775671
14 Sep 2022 04:30:00.000            -15001.277503             20611.997863              8427.932957
14 Sep 2022 04:31:00.000            -15053.622560             20640.102089              8251.465466
14 Sep 2022 04:32:00.000            -15104.896428             20667.524153              8074.386011
14 Sep 2022 04:33:00.000            -15155.101813             20694.252506              7896.707462
14 Sep 2022 04:34:00.000            -15204.241574             20720.275659              7718.442741
14 Sep 2022 04:35:00.000            -15252.318722             20745.582179              7539.604826
14 Sep 2022 04:36:00.000            -15299.336420             20770.160695              7360.206748
14 Sep 2022 04:37:00.000            -15345.297985             20793.999900              7180.261587
14 Sep 2022 04:38:00.000            -15390.206883             20817.088549              6999.782478
14 Sep 2022 04:39:00.000            -15434.066731             20839.415468              6818.782605
14 Sep 2022 04:40:00.000            -15476.881295             20860.969550              6637.275203
14 Sep 2022 04:41:00.000            -15518.654490             20881.739758              6455.273553
14 Sep 2022 04:42:00.000            -15559.390382             20901.715131              6272.790987
14 Sep 2022 04:43:00.000            -15599.093180             20920.884781              6089.840883
14 Sep 2022 04:44:00.000            -15637.767244             20939.237899              5906.436666
14 Sep 2022 04:45:00.000            -15675.417077             20956.763753              5722.591806
14 Sep 2022 04:46:00.000            -15712.047328             20973.451693              5538.319818
14 Sep 2022 04:47:00.000            -15747.662791             20989.291154              5353.634261
14 Sep 2022 04:48:00.000            -15782.268401             21004.271654              5168.548737
14 Sep 2022 04:49:00.000            -15815.869239             21018.382798              4983.076890
14 Sep 2022 04:50:00.000            -15848.470525             21031.614282              4797.232406
14 Sep 2022 04:51:00.000            -15880.077621             21043.955892              4611.029009
14 Sep 2022 04:52:00.000            -15910.696026             21055.397507              4424.480466
14 Sep 2022 04:53:00.000            -15940.331381             21065.929099              4237.600579
14 Sep 2022 04:54:00.000            -15968.989463             21075.540741              4050.403190
14 Sep 2022 04:55:00.000            -15996.676185             21084.222600              3862.902179
14 Sep 2022 04:56:00.000            -16023.397596             21091.964947              3675.111457
14 Sep 2022 04:57:00.000            -16049.159880             21098.758154              3487.044976
14 Sep 2022 04:58:00.000            -16073.969354             21104.592697              3298.716716
14 Sep 2022 04:59:00.000            -16097.832467             21109.459159              3110.140696
14 Sep 2022 05:00:00.000            -16120.755797             21113.348231              2921.330963
14 Sep 2022 05:01:00.000            -16142.746056             21116.250714              2732.301596
14 Sep 2022 05:02:00.000            -16163.810080             21118.157518              2543.066705
14 Sep 2022 05:03:00.000            -16183.954837             21119.059671              2353.640429
14 Sep 2022 05:04:00.000            -16203.187416             21118.948311              2164.036936
14 Sep 2022 05:05:00.000            -16221.515036             21117.814698              1974.270419
14 Sep 2022 05:06:00.000            -16238.945035             21115.650208              1784.355101
14 Sep 2022 05:07:00.000            -16255.484875             21112.446336              1594.305227
14 Sep 2022 05:08:00.000            -16271.142141             21108.194703              1404.135067
14 Sep 2022 05:09:00.000            -16285.924534             21102.887050              1213.858918
14 Sep 2022 05:10:00.000            -16299.839874             21096.515246              1023.491094
14 Sep 2022 05:11:00.000            -16312.896100             21089.071287               833.045934
14 Sep 2022 05:12:00.000            -16325.101263             21080.547297               642.537796
14 Sep 2022 05:13:00.000            -16336.463530             21070.935531               451.981059
14 Sep 2022 05:14:00.000            -16346.991180             21060.228375               261.390117
14 Sep 2022 05:15:00.000            -16356.692602             21048.418350                70.779385
14 Sep 2022 05:16:00.000            -16365.576295             21035.498112              -119.836707
14 Sep 2022 05:17:00.000            -16373.650865             21021.460453              -310.443715
14 Sep 2022 05:18:00.000            -16380.925026             21006.298305              -501.027180
14 Sep 2022 05:19:00.000            -16387.407596             20990.004738              -691.572630
14 Sep 2022 05:20:00.000            -16393.107493             20972.572964              -882.065579
14 Sep 2022 05:21:00.000            -16398.033742             20953.996339             -1072.491532
14 Sep 2022 05:22:00.000            -16402.195464             20934.268361             -1262.835985
14 Sep 2022 05:23:00.000            -16405.601879             20913.382677             -1453.084423
14 Sep 2022 05:24:00.000            -16408.262304             20891.333077             -1643.222323
14 Sep 2022 05:25:00.000            -16410.186150             20868.113503             -1833.235157
14 Sep 2022 05:26:00.000            -16411.382922             20843.718045             -2023.108390
14 Sep 2022 05:27:00.000            -16411.862216             20818.140945             -2212.827484
14 Sep 2022 05:28:00.000            -16411.633717             20791.376598             -2402.377896
14 Sep 2022 05:29:00.000            -16410.707200             20763.419552             -2591.745080
14 Sep 2022 05:30:00.000            -16409.092524             20734.264510             -2780.914492
14 Sep 2022 05:31:00.000            -16406.799633             20703.906333             -2969.871584
14 Sep 2022 05:32:00.000            -16403.838553             20672.340038             -3158.601812
14 Sep 2022 05:33:00.000            -16400.219392             20639.560801             -3347.090632
14 Sep 2022 05:34:00.000            -16395.952336             20605.563959             -3535.323505
14 Sep 2022 05:35:00.000            -16391.047648             20570.345010             -3723.285894
14 Sep 2022 05:36:00.000            -16385.515665             20533.899614             -3910.963271
14 Sep 2022 05:37:00.000            -16379.366800             20496.223594             -4098.341111
14 Sep 2022 05:38:00.000            -16372.611535             20457.312938             -4285.404898
14 Sep 2022 05:39:00.000            -16365.260422             20417.163800             -4472.140127
14 Sep 2022 05:40:00.000            -16357.324080             20375.772501             -4658.532300
14 Sep 2022 05:41:00.000            -16348.813195             20333.135528             -4844.566933
14 Sep 2022 05:42:00.000            -16339.738514             20289.249538             -5030.229551
14 Sep 2022 05:43:00.000            -16330.110848             20244.111357             -5215.505696
14 Sep 2022 05:44:00.000            -16319.941066             20197.717982             -5400.380922
14 Sep 2022 05:45:00.000            -16309.240095             20150.066580             -5584.840802
14 Sep 2022 05:46:00.000            -16298.018919             20101.154493             -5768.870922
14 Sep 2022 05:47:00.000            -16286.288572             20050.979234             -5952.456890
14 Sep 2022 05:48:00.000            -16274.060143             19999.538490             -6135.584332
14 Sep 2022 05:49:00.000            -16261.344769             19946.830123             -6318.238893
14 Sep 2022 05:50:00.000            -16248.153633             19892.852172             -6500.406242
14 Sep 2022 05:51:00.000            -16234.497966             19837.602850             -6682.072071
14 Sep 2022 05:52:00.000            -16220.389039             19781.080548             -6863.222094
14 Sep 2022 05:53:00.000            -16205.838167             19723.283835             -7043.842053
14 Sep 2022 05:54:00.000            -16190.856703             19664.211458             -7223.917714
14 Sep 2022 05:55:00.000            -16175.456035             19603.862341             -7403.434874
14 Sep 2022 05:56:00.000            -16159.647588             19542.235591             -7582.379355
14 Sep 2022 05:57:00.000            -16143.442819             19479.330493             -7760.737012
14 Sep 2022 05:58:00.000            -16126.853215             19415.146512             -7938.493730
14 Sep 2022 05:59:00.000            -16109.890292             19349.683295             -8115.635429
14 Sep 2022 06:00:00.000            -16092.565590             19282.940671             -8292.148059
14 Sep 2022 06:01:00.000            -16074.890676             19214.918649             -8468.017608
14 Sep 2022 06:02:00.000            -16056.877138             19145.617423             -8643.230099
14 Sep 2022 06:03:00.000            -16038.536580             19075.037368             -8817.771592
14 Sep 2022 06:04:00.000            -16019.880629             19003.179042             -8991.628188
14 Sep 2022 06:05:00.000            -16000.920923             18930.043187             -9164.786024
14 Sep 2022 06:06:00.000            -15981.669115             18855.630729             -9337.231282
14 Sep 2022 06:07:00.000            -15962.136867             18779.942778             -9508.950184
14 Sep 2022 06:08:00.000            -15942.335853             18702.980626             -9679.928996
14 Sep 2022 06:09:00.000            -15922.277749             18624.745752             -9850.154029
14 Sep 2022 06:10:00.000            -15901.974238             18545.239819            -10019.611639
14 Sep 2022 06:11:00.000            -15881.437004             18464.464673            -10188.288232
14 Sep 2022 06:12:00.000            -15860.677732             18382.422347            -10356.170260
14 Sep 2022 06:13:00.000            -15839.708102             18299.115056            -10523.244224
14 Sep 2022 06:14:00.000            -15818.539790             18214.545202            -10689.496678
14 Sep 2022 06:15:00.000            -15797.184467             18128.715371            -10854.914227
14 Sep 2022 06:16:00.000            -15775.653793             18041.628335            -11019.483530
14 Sep 2022 06:17:00.000            -15753.959416             17953.287048            -11183.191300
14 Sep 2022 06:18:00.000            -15732.112971             17863.694651            -11346.024305
14 Sep 2022 06:19:00.000            -15710.126078             17772.854468            -11507.969372
14 Sep 2022 06:20:00.000            -15688.010337             17680.770008            -11669.013385
14 Sep 2022 06:21:00.000            -15665.777329             17587.444963            -11829.143288
14 Sep 2022 06:22:00.000            -15643.438612             17492.883211            -11988.346083
14 Sep 2022 06:23:00.000            -15621.005718             17397.088811            -12146.608839
14 Sep 2022 06:24:00.000            -15598.490153             17300.066007            -12303.918684
14 Sep 2022 06:25:00.000            -15575.903394             17201.819225            -12460.262811
14 Sep 2022 06:26:00.000            -15553.256885             17102.353074            -12615.628480
14 Sep 2022 06:27:00.000            -15530.562038             17001.672345            -12770.003017
14 Sep 2022 06:28:00.000            -15507.830226             16899.782011            -12923.373816
14 Sep 2022 06:29:00.000            -15485.072787             16796.687224            -13075.728339
14 Sep 2022 06:30:00.000            -15462.301018             16692.393321            -13227.054120
14 Sep 2022 06:31:00.000            -15439.526170             16586.905816            -13377.338764
14 Sep 2022 06:32:00.000            -15416.759454             16480.230402            -13526.569949
14 Sep 2022 06:33:00.000            -15394.012030             16372.372954            -13674.735426
14 Sep 2022 06:34:00.000            -15371.295011             16263.339523            -13821.823023
14 Sep 2022 06:35:00.000            -15348.619457             16153.136340            -13967.820643
14 Sep 2022 06:36:00.000            -15325.996376             16041.769809            -14112.716266
       Time (UTCG)          gps-02_svn63 - x (km)    gps-02_svn63 - y (km)    gps-01_svn63 - z (km)
14 Sep 2022 23:12:00.000             20208.412702             17084.058124              1519.107281
14 Sep 2022 23:13:00.000             20192.192254             17092.306350              1710.536283
14 Sep 2022 23:14:00.000             20174.871751             17099.712186              1901.833545
14 Sep 2022 23:15:00.000             20156.445677             17106.285542              2092.984408
14 Sep 2022 23:16:00.000             20136.908669             17112.036427              2283.974244
14 Sep 2022 23:17:00.000             20116.255514             17116.974942              2474.788450
14 Sep 2022 23:18:00.000             20094.481148             17121.111282              2665.412453
14 Sep 2022 23:19:00.000             20071.580663             17124.455730              2855.831709
14 Sep 2022 23:20:00.000             20047.549303             17127.018661              3046.031705
14 Sep 2022 23:21:00.000             20022.382465             17128.810531              3235.997963
14 Sep 2022 23:22:00.000             19996.075702             17129.841883              3425.716033
14 Sep 2022 23:23:00.000             19968.624723             17130.123343              3615.171504
14 Sep 2022 23:24:00.000             19940.025393             17129.665613              3804.349998
14 Sep 2022 23:25:00.000             19910.273735             17128.479475              3993.237174
14 Sep 2022 23:26:00.000             19879.365930             17126.575786              4181.818728
14 Sep 2022 23:27:00.000             19847.298316             17123.965477              4370.080394
14 Sep 2022 23:28:00.000             19814.067392             17120.659547              4558.007946
14 Sep 2022 23:29:00.000             19779.669816             17116.669069              4745.587200
14 Sep 2022 23:30:00.000             19744.102407             17112.005178              4932.804010
14 Sep 2022 23:31:00.000             19707.362145             17106.679076              5119.644275
14 Sep 2022 23:32:00.000             19669.446171             17100.702027              5306.093938
14 Sep 2022 23:33:00.000             19630.351790             17094.085355              5492.138983
14 Sep 2022 23:34:00.000             19590.076466             17086.840443              5677.765444
14 Sep 2022 23:35:00.000             19548.617830             17078.978729              5862.959397
14 Sep 2022 23:36:00.000             19505.973674             17070.511703              6047.706969
14 Sep 2022 23:37:00.000             19462.141954             17061.450910              6231.994333
14 Sep 2022 23:38:00.000             19417.120791             17051.807942              6415.807712
14 Sep 2022 23:39:00.000             19370.908470             17041.594438              6599.133379
14 Sep 2022 23:40:00.000             19323.503441             17030.822081              6781.957659
14 Sep 2022 23:41:00.000             19274.904319             17019.502600              6964.266927
14 Sep 2022 23:42:00.000             19225.109885             17007.647759              7146.047614
14 Sep 2022 23:43:00.000             19174.119086             16995.269366              7327.286202
14 Sep 2022 23:44:00.000             19121.931032             16982.379260              7507.969228
14 Sep 2022 23:45:00.000             19068.545003             16968.989315              7688.083288
14 Sep 2022 23:46:00.000             19013.960442             16955.111439              7867.615030
14 Sep 2022 23:47:00.000             18958.176959             16940.757566              8046.551163
14 Sep 2022 23:48:00.000             18901.194333             16925.939658              8224.878451
14 Sep 2022 23:49:00.000             18843.012504             16910.669702              8402.583721
14 Sep 2022 23:50:00.000             18783.631584             16894.959707              8579.653857
14 Sep 2022 23:51:00.000             18723.051849             16878.821703              8756.075805
14 Sep 2022 23:52:00.000             18661.273740             16862.267738              8931.836572
14 Sep 2022 23:53:00.000             18598.297867             16845.309875              9106.923228
14 Sep 2022 23:54:00.000             18534.125005             16827.960190              9281.322907
14 Sep 2022 23:55:00.000             18468.756096             16810.230773              9455.022805
14 Sep 2022 23:56:00.000             18402.192247             16792.133721              9628.010186
14 Sep 2022 23:57:00.000             18334.434731             16773.681138              9800.272378
14 Sep 2022 23:58:00.000             18265.484988             16754.885134              9971.796775
14 Sep 2022 23:59:00.000             18195.344622             16735.757820             10142.570839
15 Sep 2022 00:00:00.000             18124.015404             16716.311309             10312.582100
15 Sep 2022 00:01:00.000             18051.499269             16696.557710             10481.818156
15 Sep 2022 00:02:00.000             17977.798316             16676.509131             10650.266678
15 Sep 2022 00:03:00.000             17902.914811             16656.177670             10817.915402
15 Sep 2022 00:04:00.000             17826.851180             16635.575419             10984.752139
15 Sep 2022 00:05:00.000             17749.610018             16614.714459             11150.764771
15 Sep 2022 00:06:00.000             17671.194079             16593.606859             11315.941252
15 Sep 2022 00:07:00.000             17591.606282             16572.264671             11480.269609
15 Sep 2022 00:08:00.000             17510.849708             16550.699931             11643.737944
15 Sep 2022 00:09:00.000             17428.927600             16528.924657             11806.334433
15 Sep 2022 00:10:00.000             17345.843363             16506.950843             11968.047327
15 Sep 2022 00:11:00.000             17261.600562             16484.790462             12128.864954
15 Sep 2022 00:12:00.000             17176.202923             16462.455460             12288.775717
15 Sep 2022 00:13:00.000             17089.654334             16439.957756             12447.768099
15 Sep 2022 00:14:00.000             17001.958838             16417.309238             12605.830659
15 Sep 2022 00:15:00.000             16913.120641             16394.521763             12762.952035
15 Sep 2022 00:16:00.000             16823.144104             16371.607153             12919.120945
15 Sep 2022 00:17:00.000             16732.033748             16348.577196             13074.326186
15 Sep 2022 00:18:00.000             16639.794247             16325.443640             13228.556637
15 Sep 2022 00:19:00.000             16546.430436             16302.218193             13381.801257
15 Sep 2022 00:20:00.000             16451.947301             16278.912521             13534.049087
15 Sep 2022 00:21:00.000             16356.349984             16255.538246             13685.289250
15 Sep 2022 00:22:00.000             16259.643782             16232.106943             13835.510954
15 Sep 2022 00:23:00.000             16161.834144             16208.630138             13984.703489
15 Sep 2022 00:24:00.000             16062.926669             16185.119309             14132.856229
15 Sep 2022 00:25:00.000             15962.927111             16161.585880             14279.958634
15 Sep 2022 00:26:00.000             15861.841371             16138.041220             14426.000247
15 Sep 2022 00:27:00.000             15759.675503             16114.496643             14570.970701
15 Sep 2022 00:28:00.000             15656.435706             16090.963406             14714.859711
15 Sep 2022 00:29:00.000             15552.128328             16067.452702             14857.657082
15 Sep 2022 00:30:00.000             15446.759865             16043.975666             14999.352706
15 Sep 2022 00:31:00.000             15340.336957             16020.543366             15139.936561
15 Sep 2022 00:32:00.000             15232.866389             15997.166806             15279.398716
15 Sep 2022 00:33:00.000             15124.355089             15973.856922             15417.729329
15 Sep 2022 00:34:00.000             15014.810130             15950.624579             15554.918647
15 Sep 2022 00:35:00.000             14904.238724             15927.480572             15690.957006
15 Sep 2022 00:36:00.000             14792.648225             15904.435622             15825.834834
15 Sep 2022 00:37:00.000             14680.046125             15881.500376             15959.542650
15 Sep 2022 00:38:00.000             14566.440054             15858.685402             16092.071064
15 Sep 2022 00:39:00.000             14451.837782             15836.001191             16223.410779
15 Sep 2022 00:40:00.000             14336.247211             15813.458153             16353.552589
15 Sep 2022 00:41:00.000             14219.676380             15791.066616             16482.487383
15 Sep 2022 00:42:00.000             14102.133461             15768.836822             16610.206141
15 Sep 2022 00:43:00.000             13983.626758             15746.778931             16736.699940
15 Sep 2022 00:44:00.000             13864.164707             15724.903013             16861.959947
15 Sep 2022 00:45:00.000             13743.755871             15703.219050             16985.977427
15 Sep 2022 00:46:00.000             13622.408945             15681.736931             17108.743740
15 Sep 2022 00:47:00.000             13500.132749             15660.466456             17230.250340
15 Sep 2022 00:48:00.000             13376.936230             15639.417328             17350.488778
15 Sep 2022 00:49:00.000             13252.828457             15618.599157             17469.450702
15 Sep 2022 00:50:00.000             13127.818625             15598.021453             17587.127854
15 Sep 2022 00:51:00.000             13001.916050             15577.693630             17703.512077
15 Sep 2022 00:52:00.000             12875.130168             15557.624998             17818.595308
15 Sep 2022 00:53:00.000             12747.470534             15537.824768             17932.369585
15 Sep 2022 00:54:00.000             12618.946821             15518.302047             18044.827041
15 Sep 2022 00:55:00.000             12489.568816             15499.065836             18155.959910
15 Sep 2022 00:56:00.000             12359.346424             15480.125031             18265.760525
15 Sep 2022 00:57:00.000             12228.289661             15461.488417             18374.221317
15 Sep 2022 00:58:00.000             12096.408656             15443.164674             18481.334817
15 Sep 2022 00:59:00.000             11963.713646             15425.162369             18587.093657
15 Sep 2022 01:00:00.000             11830.214979             15407.489955             18691.490568
15 Sep 2022 01:01:00.000             11695.923109             15390.155774             18794.518383
15 Sep 2022 01:02:00.000             11560.848597             15373.168052             18896.170035
15 Sep 2022 01:03:00.000             11425.002105             15356.534900             18996.438558
15 Sep 2022 01:04:00.000             11288.394400             15340.264308             19095.317089
15 Sep 2022 01:05:00.000             11151.036350             15324.364151             19192.798865
15 Sep 2022 01:06:00.000             11012.938921             15308.842181             19288.877226
15 Sep 2022 01:07:00.000             10874.113178             15293.706031             19383.545615
15 Sep 2022 01:08:00.000             10734.570279             15278.963208             19476.797578
15 Sep 2022 01:09:00.000             10594.321481             15264.621097             19568.626762
15 Sep 2022 01:10:00.000             10453.378131             15250.686959             19659.026919
15 Sep 2022 01:11:00.000             10311.751666             15237.167926             19747.991904
15 Sep 2022 01:12:00.000             10169.453615             15224.071004             19835.515676
15 Sep 2022 01:13:00.000             10026.495593             15211.403072             19921.592298
15 Sep 2022 01:14:00.000              9882.889301             15199.170875             20006.215936
15 Sep 2022 01:15:00.000              9738.646527             15187.381031             20089.380862
15 Sep 2022 01:16:00.000              9593.779137             15176.040025             20171.081453
15 Sep 2022 01:17:00.000              9448.299081             15165.154208             20251.312189
15 Sep 2022 01:18:00.000              9302.218388             15154.729800             20330.067657
15 Sep 2022 01:19:00.000              9155.549163             15144.772881             20407.342549
15 Sep 2022 01:20:00.000              9008.303587             15135.289401             20483.131661
15 Sep 2022 01:21:00.000              8860.493916             15126.285168             20557.429898
15 Sep 2022 01:22:00.000              8712.132476             15117.765856             20630.232267
15 Sep 2022 01:23:00.000              8563.231665             15109.736999             20701.533885
15 Sep 2022 01:24:00.000              8413.803948             15102.203989             20771.329972
15 Sep 2022 01:25:00.000              8263.861858             15095.172082             20839.615857
15 Sep 2022 01:26:00.000              8113.417991             15088.646390             20906.386974
15 Sep 2022 01:27:00.000              7962.485008             15082.631882             20971.638865
15 Sep 2022 01:28:00.000              7811.075630             15077.133387             21035.367179
15 Sep 2022 01:29:00.000              7659.202636             15072.155588             21097.567671
15 Sep 2022 01:30:00.000              7506.878866             15067.703025             21158.236204
15 Sep 2022 01:31:00.000              7354.117213             15063.780092             21217.368749
15 Sep 2022 01:32:00.000              7200.930623             15060.391037             21274.961385
15 Sep 2022 01:33:00.000              7047.332096             15057.539963             21331.010296
15 Sep 2022 01:34:00.000              6893.334680             15055.230824             21385.511776
15 Sep 2022 01:35:00.000              6738.951474             15053.467427             21438.462229
15 Sep 2022 01:36:00.000              6584.195619             15052.253432             21489.858162
15 Sep 2022 01:37:00.000              6429.080303             15051.592348             21539.696195
15 Sep 2022 01:38:00.000              6273.618757             15051.487535             21587.973053
15 Sep 2022 01:39:00.000              6117.824251             15051.942205             21634.685572
15 Sep 2022 01:40:00.000              5961.710094             15052.959416             21679.830695
15 Sep 2022 01:41:00.000              5805.289631             15054.542077             21723.405474
15 Sep 2022 01:42:00.000              5648.576244             15056.692947             21765.407069
15 Sep 2022 01:43:00.000              5491.583345             15059.414630             21805.832751
15 Sep 2022 01:44:00.000              5334.324378             15062.709580             21844.679896
15 Sep 2022 01:45:00.000              5176.812818             15066.580097             21881.945994
15 Sep 2022 01:46:00.000              5019.062164             15071.028328             21917.628639
