    Time (UTCG)          Svn41_26605 - x (km)    Svn41_26605 - y (km)    Svn41_26605 - z (km)
19 Nov 2022 20:32:00.000            21397.769764            11625.589277            10985.181436
19 Nov 2022 20:33:00.000            21317.557088            11624.886573            11151.346756
19 Nov 2022 20:34:00.000            21236.142985            11624.239093            11316.673074
19 Nov 2022 20:35:00.000            21153.533344            11623.657793            11481.148372
19 Nov 2022 20:36:00.000            21069.734207            11623.153575            11644.760710
19 Nov 2022 20:37:00.000            20984.751771            11622.737278            11807.498221
19 Nov 2022 20:38:00.000            20898.592384            11622.419682            11969.349115
19 Nov 2022 20:39:00.000            20811.262542            11622.211503            12130.301678
19 Nov 2022 20:40:00.000            20722.768894            11622.123391            12290.344276
19 Nov 2022 20:41:00.000            20633.118235            11622.165929            12449.465351
19 Nov 2022 20:42:00.000            20542.317509            11622.349630            12607.653423
19 Nov 2022 20:43:00.000            20450.373805            11622.684939            12764.897095
19 Nov 2022 20:44:00.000            20357.294357            11623.182225            12921.185047
19 Nov 2022 20:45:00.000            20263.086545            11623.851784            13076.506042
19 Nov 2022 20:46:00.000            20167.757889            11624.703834            13230.848923
19 Nov 2022 20:47:00.000            20071.316051            11625.748517            13384.202614
19 Nov 2022 20:48:00.000            19973.768835            11626.995891            13536.556126
19 Nov 2022 20:49:00.000            19875.124182            11628.455935            13687.898549
19 Nov 2022 20:50:00.000            19775.390170            11630.138544            13838.219059
19 Nov 2022 20:51:00.000            19674.575017            11632.053526            13987.506917
19 Nov 2022 20:52:00.000            19572.687072            11634.210604            14135.751466
19 Nov 2022 20:53:00.000            19469.734820            11636.619410            14282.942138
19 Nov 2022 20:54:00.000            19365.726877            11639.289486            14429.068451
19 Nov 2022 20:55:00.000            19260.671992            11642.230282            14574.120008
19 Nov 2022 20:56:00.000            19154.579041            11645.451154            14718.086500
19 Nov 2022 20:57:00.000            19047.457030            11648.961361            14860.957707
19 Nov 2022 20:58:00.000            18939.315092            11652.770066            15002.723496
19 Nov 2022 20:59:00.000            18830.162483            11656.886334            15143.373824
19 Nov 2022 21:00:00.000            18720.008584            11661.319127            15282.898738
19 Nov 2022 21:01:00.000            18608.862900            11666.077307            15421.288372
19 Nov 2022 21:02:00.000            18496.735055            11671.169632            15558.532955
19 Nov 2022 21:03:00.000            18383.634793            11676.604755            15694.622803
19 Nov 2022 21:04:00.000            18269.571974            11682.391221            15829.548326
19 Nov 2022 21:05:00.000            18154.556578            11688.537469            15963.300025
19 Nov 2022 21:06:00.000            18038.598696            11695.051827            16095.868495
19 Nov 2022 21:07:00.000            17921.708535            11701.942512            16227.244421
19 Nov 2022 21:08:00.000            17803.896411            11709.217629            16357.418585
19 Nov 2022 21:09:00.000            17685.172751            11716.885169            16486.381859
19 Nov 2022 21:10:00.000            17565.548091            11724.953009            16614.125213
19 Nov 2022 21:11:00.000            17445.033073            11733.428906            16740.639709
19 Nov 2022 21:12:00.000            17323.638443            11742.320504            16865.916506
19 Nov 2022 21:13:00.000            17201.375052            11751.635322            16989.946858
19 Nov 2022 21:14:00.000            17078.253853            11761.380764            17112.722114
19 Nov 2022 21:15:00.000            16954.285896            11771.564108            17234.233722
19 Nov 2022 21:16:00.000            16829.482333            11782.192511            17354.473225
19 Nov 2022 21:17:00.000            16703.854410            11793.273005            17473.432263
19 Nov 2022 21:18:00.000            16577.413468            11804.812497            17591.102574
19 Nov 2022 21:19:00.000            16450.170943            11816.817767            17707.475995
19 Nov 2022 21:20:00.000            16322.138359            11829.295466            17822.544461
19 Nov 2022 21:21:00.000            16193.327334            11842.252119            17936.300005
19 Nov 2022 21:22:00.000            16063.749570            11855.694117            18048.734760
19 Nov 2022 21:23:00.000            15933.416857            11869.627723            18159.840958
19 Nov 2022 21:24:00.000            15802.341068            11884.059065            18269.610930
19 Nov 2022 21:25:00.000            15670.534159            11898.994140            18378.037111
19 Nov 2022 21:26:00.000            15538.008168            11914.438809            18485.112031
19 Nov 2022 21:27:00.000            15404.775208            11930.398798            18590.828325
19 Nov 2022 21:28:00.000            15270.847473            11946.879697            18695.178727
19 Nov 2022 21:29:00.000            15136.237229            11963.886958            18798.156075
19 Nov 2022 21:30:00.000            15000.956818            11981.425897            18899.753305
19 Nov 2022 21:31:00.000            14865.018652            11999.501686            18999.963459
19 Nov 2022 21:32:00.000            14728.435211            12018.119362            19098.779679
19 Nov 2022 21:33:00.000            14591.219045            12037.283819            19196.195211
19 Nov 2022 21:34:00.000            14453.382769            12056.999808            19292.203403
19 Nov 2022 21:35:00.000            14314.939061            12077.271939            19386.797706
19 Nov 2022 21:36:00.000            14175.900661            12098.104679            19479.971676
19 Nov 2022 21:37:00.000            14036.280372            12119.502350            19571.718972
19 Nov 2022 21:38:00.000            13896.091050            12141.469128            19662.033357
19 Nov 2022 21:39:00.000            13755.345611            12164.009045            19750.908699
19 Nov 2022 21:40:00.000            13614.057025            12187.125988            19838.338969
19 Nov 2022 21:41:00.000            13472.238312            12210.823693            19924.318244
19 Nov 2022 21:42:00.000            13329.902545            12235.105752            20008.840707
19 Nov 2022 21:43:00.000            13187.062843            12259.975608            20091.900643
19 Nov 2022 21:44:00.000            13043.732375            12285.436553            20173.492446
19 Nov 2022 21:45:00.000            12899.924350            12311.491733            20253.610615
19 Nov 2022 21:46:00.000            12755.652024            12338.144142            20332.249752
19 Nov 2022 21:47:00.000            12610.928690            12365.396624            20409.404569
19 Nov 2022 21:48:00.000            12465.767682            12393.251871            20485.069882
19 Nov 2022 21:49:00.000            12320.182370            12421.712426            20559.240614
19 Nov 2022 21:50:00.000            12174.186159            12450.780677            20631.911796
19 Nov 2022 21:51:00.000            12027.792486            12480.458862            20703.078563
19 Nov 2022 21:52:00.000            11881.014820            12510.749067            20772.736160
19 Nov 2022 21:53:00.000            11733.866657            12541.653222            20840.879938
19 Nov 2022 21:54:00.000            11586.361521            12573.173105            20907.505355
19 Nov 2022 21:55:00.000            11438.512961            12605.310341            20972.607976
19 Nov 2022 21:56:00.000            11290.334549            12638.066401            21036.183477
19 Nov 2022 21:57:00.000            11141.839877            12671.442600            21098.227637
19 Nov 2022 21:58:00.000            10993.042556            12705.440100            21158.736346
19 Nov 2022 21:59:00.000            10843.956214            12740.059908            21217.705603
19 Nov 2022 22:00:00.000            10694.594495            12775.302875            21275.131513
19 Nov 2022 22:01:00.000            10544.971054            12811.169698            21331.010289
19 Nov 2022 22:02:00.000            10395.099558            12847.660918            21385.338256
19 Nov 2022 22:03:00.000            10244.993684            12884.776921            21438.111843
19 Nov 2022 22:04:00.000            10094.667113            12922.517937            21489.327592
19 Nov 2022 22:05:00.000             9944.133534            12960.884040            21538.982150
19 Nov 2022 22:06:00.000             9793.406638            12999.875151            21587.072276
19 Nov 2022 22:07:00.000             9642.500116            13039.491031            21633.594837
19 Nov 2022 22:08:00.000             9491.427658            13079.731288            21678.546807
19 Nov 2022 22:09:00.000             9340.202954            13120.595375            21721.925274
19 Nov 2022 22:10:00.000             9188.839685            13162.082588            21763.727430
19 Nov 2022 22:11:00.000             9037.351527            13204.192067            21803.950579
19 Nov 2022 22:12:00.000             8885.752148            13246.922797            21842.592135
19 Nov 2022 22:13:00.000             8734.055203            13290.273609            21879.649620
19 Nov 2022 22:14:00.000             8582.274337            13334.243177            21915.120666
19 Nov 2022 22:15:00.000             8430.423177            13378.830020            21949.003015
19 Nov 2022 22:16:00.000             8278.515335            13424.032505            21981.294517
19 Nov 2022 22:17:00.000             8126.564406            13469.848840            22011.993135
19 Nov 2022 22:18:00.000             7974.583960            13516.277082            22041.096938
19 Nov 2022 22:19:00.000             7822.587549            13563.315132            22068.604107
19 Nov 2022 22:20:00.000             7670.588697            13610.960739            22094.512932
19 Nov 2022 22:21:00.000             7518.600904            13659.211497            22118.821813
19 Nov 2022 22:22:00.000             7366.637640            13708.064848            22141.529260
19 Nov 2022 22:23:00.000             7214.712345            13757.518079            22162.633891
19 Nov 2022 22:24:00.000             7062.838428            13807.568327            22182.134438
19 Nov 2022 22:25:00.000             6911.029262            13858.212576            22200.029738
19 Nov 2022 22:26:00.000             6759.298186            13909.447659            22216.318741
19 Nov 2022 22:27:00.000             6607.658499            13961.270256            22231.000505
19 Nov 2022 22:28:00.000             6456.123461            14013.676900            22244.074200
19 Nov 2022 22:29:00.000             6304.706291            14066.663970            22255.539103
19 Nov 2022 22:30:00.000             6153.420164            14120.227697            22265.394603
19 Nov 2022 22:31:00.000             6002.278209            14174.364165            22273.640198
19 Nov 2022 22:32:00.000             5851.293509            14229.069305            22280.275496
19 Nov 2022 22:33:00.000             5700.479096            14284.338905            22285.300213
19 Nov 2022 22:34:00.000             5549.847952            14340.168602            22288.714178
19 Nov 2022 22:35:00.000             5399.413006            14396.553888            22290.517326
19 Nov 2022 22:36:00.000             5249.187133            14453.490110            22290.709704
19 Nov 2022 22:37:00.000             5099.183152            14510.972468            22289.291467
19 Nov 2022 22:38:00.000             4949.413820            14568.996017            22286.262881
19 Nov 2022 22:39:00.000             4799.891839            14627.555671            22281.624320
19 Nov 2022 22:40:00.000             4650.629846            14686.646199            22275.376269
19 Nov 2022 22:41:00.000             4501.640416            14746.262227            22267.519319
19 Nov 2022 22:42:00.000             4352.936056            14806.398241            22258.054174
19 Nov 2022 22:43:00.000             4204.529208            14867.048586            22246.981645
19 Nov 2022 22:44:00.000             4056.432246            14928.207467            22234.302652
19 Nov 2022 22:45:00.000             3908.657472            14989.868951            22220.018224
19 Nov 2022 22:46:00.000             3761.217114            15052.026964            22204.129500
19 Nov 2022 22:47:00.000             3614.123329            15114.675298            22186.637727
19 Nov 2022 22:48:00.000             3467.388196            15177.807609            22167.544260
19 Nov 2022 22:49:00.000             3321.023719            15241.417414            22146.850563
19 Nov 2022 22:50:00.000             3175.041819            15305.498100            22124.558209
19 Nov 2022 22:51:00.000             3029.454340            15370.042917            22100.668879
19 Nov 2022 22:52:00.000             2884.273042            15435.044986            22075.184361
19 Nov 2022 22:53:00.000             2739.509601            15500.497295            22048.106552
19 Nov 2022 22:54:00.000             2595.175607            15566.392702            22019.437458
19 Nov 2022 22:55:00.000             2451.282562            15632.723936            21989.179190
19 Nov 2022 22:56:00.000             2307.841882            15699.483597            21957.333971
19 Nov 2022 22:57:00.000             2164.864889            15766.664161            21923.904127
19 Nov 2022 22:58:00.000             2022.362815            15834.257974            21888.892094
19 Nov 2022 22:59:00.000             1880.346799            15902.257261            21852.300414
19 Nov 2022 23:00:00.000             1738.827882            15970.654121            21814.131737
19 Nov 2022 23:01:00.000             1597.817011            16039.440533            21774.388820
19 Nov 2022 23:02:00.000             1457.325034            16108.608354            21733.074525
19 Nov 2022 23:03:00.000             1317.362699            16178.149320            21690.191823
19 Nov 2022 23:04:00.000             1177.940653            16248.055050            21645.743790
19 Nov 2022 23:05:00.000             1039.069440            16318.317045            21599.733608
19 Nov 2022 23:06:00.000              900.759501            16388.926691            21552.164566
19 Nov 2022 23:07:00.000              763.021170            16459.875258            21503.040059
19 Nov 2022 23:08:00.000              625.864676            16531.153903            21452.363586
19 Nov 2022 23:09:00.000              489.300138            16602.753671            21400.138753
19 Nov 2022 23:10:00.000              353.337565            16674.665497            21346.369270
19 Nov 2022 23:11:00.000              217.986857            16746.880206            21291.058955
19 Nov 2022 23:12:00.000               83.257800            16819.388515            21234.211727
19 Nov 2022 23:13:00.000              -50.839934            16892.181035            21175.831612
19 Nov 2022 23:14:00.000             -184.296788            16965.248273            21115.922741
19 Nov 2022 23:15:00.000             -317.103320            17038.580630            21054.489346
19 Nov 2022 23:16:00.000             -449.250206            17112.168406            20991.535767
19 Nov 2022 23:17:00.000             -580.728244            17186.001801            20927.066445
19 Nov 2022 23:18:00.000             -711.528348            17260.070915            20861.085926
19 Nov 2022 23:19:00.000             -841.641556            17334.365751            20793.598858
19 Nov 2022 23:20:00.000             -971.059027            17408.876216            20724.609994
19 Nov 2022 23:21:00.000            -1099.772046            17483.592121            20654.124188
19 Nov 2022 23:22:00.000            -1227.772022            17558.503186            20582.146397
19 Nov 2022 23:23:00.000            -1355.050488            17633.599038            20508.681681
19 Nov 2022 23:24:00.000            -1481.599108            17708.869215            20433.735202
19 Nov 2022 23:25:00.000            -1607.409671            17784.303167            20357.312222
19 Nov 2022 23:26:00.000            -1732.474099            17859.890257            20279.418106
19 Nov 2022 23:27:00.000            -1856.784441            17935.619763            20200.058321
19 Nov 2022 23:28:00.000            -1980.332881            18011.480879            20119.238434
19 Nov 2022 23:29:00.000            -2103.111734            18087.462720            20036.964112
19 Nov 2022 23:30:00.000            -2225.113448            18163.554317            19953.241124
19 Nov 2022 23:31:00.000            -2346.330607            18239.744626            19868.075338
19 Nov 2022 23:32:00.000            -2466.755931            18316.022526            19781.472721
19 Nov 2022 23:33:00.000            -2586.382274            18392.376820            19693.439342
19 Nov 2022 23:34:00.000            -2705.202632            18468.796237            19603.981366
19 Nov 2022 23:35:00.000            -2823.210136            18545.269439            19513.105060
19 Nov 2022 23:36:00.000            -2940.398058            18621.785013            19420.816788
19 Nov 2022 23:37:00.000            -3056.759810            18698.331481            19327.123011
19 Nov 2022 23:38:00.000            -3172.288945            18774.897300            19232.030291
19 Nov 2022 23:39:00.000            -3286.979157            18851.470860            19135.545285
19 Nov 2022 23:40:00.000            -3400.824286            18928.040490            19037.674748
19 Nov 2022 23:41:00.000            -3513.818312            19004.594459            18938.425532
19 Nov 2022 23:42:00.000            -3625.955361            19081.120975            18837.804587
19 Nov 2022 23:43:00.000            -3737.229706            19157.608192            18735.818956
19 Nov 2022 23:44:00.000            -3847.635762            19234.044207            18632.475781
19 Nov 2022 23:45:00.000            -3957.168093            19310.417064            18527.782297
19 Nov 2022 23:46:00.000            -4065.821410            19386.714756            18421.745836
19 Nov 2022 23:47:00.000            -4173.590573            19462.925225            18314.373825
19 Nov 2022 23:48:00.000            -4280.470588            19539.036368            18205.673783
19 Nov 2022 23:49:00.000            -4386.456612            19615.036035            18095.653325
19 Nov 2022 23:50:00.000            -4491.543951            19690.912031            17984.320160
19 Nov 2022 23:51:00.000            -4595.728063            19766.652121            17871.682088
19 Nov 2022 23:52:00.000            -4699.004555            19842.244029            17757.747005
19 Nov 2022 23:53:00.000            -4801.369186            19917.675442            17642.522897
19 Nov 2022 23:54:00.000            -4902.817868            19992.934009            17526.017843
19 Nov 2022 23:55:00.000            -5003.346664            20068.007347            17408.240013
19 Nov 2022 23:56:00.000            -5102.951790            20142.883040            17289.197670
19 Nov 2022 23:57:00.000            -5201.629617            20217.548641            17168.899165
19 Nov 2022 23:58:00.000            -5299.376669            20291.991677            17047.352941
19 Nov 2022 23:59:00.000            -5396.189623            20366.199645            16924.567532
20 Nov 2022 00:00:00.000            -5492.065311            20440.160021            16800.551561
20 Nov 2022 00:01:00.000            -5587.000721            20513.860259            16675.313738
20 Nov 2022 00:02:00.000            -5680.992995            20587.287790            16548.862864
20 Nov 2022 00:03:00.000            -5774.039432            20660.430028            16421.207827
20 Nov 2022 00:04:00.000            -5866.137485            20733.274372            16292.357604
20 Nov 2022 00:05:00.000            -5957.284763            20805.808206            16162.321257
20 Nov 2022 00:06:00.000            -6047.479033            20878.018901            16031.107939
20 Nov 2022 00:07:00.000            -6136.718218            20949.893818            15898.726884
20 Nov 2022 00:08:00.000            -6225.000396            21021.420311            15765.187416
20 Nov 2022 00:09:00.000            -6312.323803            21092.585726            15630.498942
20 Nov 2022 00:10:00.000            -6398.686833            21163.377408            15494.670955
20 Nov 2022 00:11:00.000            -6484.088035            21233.782696            15357.713034
20 Nov 2022 00:12:00.000            -6568.526115            21303.788932            15219.634838
20 Nov 2022 00:13:00.000            -6651.999939            21373.383459            15080.446113
20 Nov 2022 00:14:00.000            -6734.508528            21442.553625            14940.156686
20 Nov 2022 00:15:00.000            -6816.051060            21511.286781            14798.776467
20 Nov 2022 00:16:00.000            -6896.626871            21579.570292            14656.315448
20 Nov 2022 00:17:00.000            -6976.235454            21647.391527            14512.783702
20 Nov 2022 00:18:00.000            -7054.876459            21714.737872            14368.191383
20 Nov 2022 00:19:00.000            -7132.549693            21781.596724            14222.548726
20 Nov 2022 00:20:00.000            -7209.255121            21847.955500            14075.866045
20 Nov 2022 00:21:00.000            -7284.992863            21913.801633            13928.153732
20 Nov 2022 00:22:00.000            -7359.763197            21979.122576            13779.422260
20 Nov 2022 00:23:00.000            -7433.566556            22043.905807            13629.682180
20 Nov 2022 00:24:00.000            -7506.403531            22108.138828            13478.944117
20 Nov 2022 00:25:00.000            -7578.274867            22171.809166            13327.218777
20 Nov 2022 00:26:00.000            -7649.181467            22234.904380            13174.516942
20 Nov 2022 00:27:00.000            -7719.124388            22297.412056            13020.849467
20 Nov 2022 00:28:00.000            -7788.104843            22359.319817            12866.227284
20 Nov 2022 00:29:00.000            -7856.124197            22420.615318            12710.661400
20 Nov 2022 00:30:00.000            -7923.183975            22481.286252            12554.162896
20 Nov 2022 00:31:00.000            -7989.285850            22541.320352            12396.742925
20 Nov 2022 00:32:00.000            -8054.431653            22600.705391            12238.412715
20 Nov 2022 00:33:00.000            -8118.623366            22659.429187            12079.183564
20 Nov 2022 00:34:00.000            -8181.863125            22717.479600            11919.066843
20 Nov 2022 00:35:00.000            -8244.153218            22774.844540            11758.073994
20 Nov 2022 00:36:00.000            -8305.496085            22831.511966            11596.216527
20 Nov 2022 00:37:00.000            -8365.894316            22887.469887            11433.506025
20 Nov 2022 00:38:00.000            -8425.350653            22942.706368            11269.954139
20 Nov 2022 00:39:00.000            -8483.867988            22997.209527            11105.572586
20 Nov 2022 00:40:00.000            -8541.449362            23050.967540            10940.373154
20 Nov 2022 00:41:00.000            -8598.097966            23103.968644            10774.367696
20 Nov 2022 00:42:00.000            -8653.817139            23156.201134            10607.568132
20 Nov 2022 00:43:00.000            -8708.610366            23207.653373            10439.986448
20 Nov 2022 00:44:00.000            -8762.481281            23258.313787            10271.634695
20 Nov 2022 00:45:00.000            -8815.433663            23308.170868            10102.524987
20 Nov 2022 00:46:00.000            -8867.471438            23357.213180             9932.669503
20 Nov 2022 00:47:00.000            -8918.598674            23405.429358             9762.080485
20 Nov 2022 00:48:00.000            -8968.819585            23452.808110             9590.770237
20 Nov 2022 00:49:00.000            -9018.138528            23499.338219             9418.751123
20 Nov 2022 00:50:00.000            -9066.560001            23545.008545             9246.035571
20 Nov 2022 00:51:00.000            -9114.088645            23589.808028             9072.636066
20 Nov 2022 00:52:00.000            -9160.729239            23633.725690             8898.565153
20 Nov 2022 00:53:00.000            -9206.486705            23676.750634             8723.835437
20 Nov 2022 00:54:00.000            -9251.366101            23718.872050             8548.459580
20 Nov 2022 00:55:00.000            -9295.372623            23760.079213             8372.450301
20 Nov 2022 00:56:00.000            -9338.511605            23800.361489             8195.820375
20 Nov 2022 00:57:00.000            -9380.788516            23839.708333             8018.582633
20 Nov 2022 00:58:00.000            -9422.208959            23878.109293             7840.749961
20 Nov 2022 00:59:00.000            -9462.778672            23915.554012             7662.335299
20 Nov 2022 01:00:00.000            -9502.503524            23952.032229             7483.351639
20 Nov 2022 01:01:00.000            -9541.389516            23987.533781             7303.812028
20 Nov 2022 01:02:00.000            -9579.442780            24022.048605             7123.729563
20 Nov 2022 01:03:00.000            -9616.669577            24055.566740             6943.117391
20 Nov 2022 01:04:00.000            -9653.076296            24088.078328             6761.988711
20 Nov 2022 01:05:00.000            -9688.669451            24119.573617             6580.356770
20 Nov 2022 01:06:00.000            -9723.455685            24150.042962             6398.234864
20 Nov 2022 01:07:00.000            -9757.441763            24179.476827             6215.636337
20 Nov 2022 01:08:00.000            -9790.634574            24207.865787             6032.574578
20 Nov 2022 01:09:00.000            -9823.041128            24235.200528             5849.063023
20 Nov 2022 01:10:00.000            -9854.668558            24261.471851             5665.115155
20 Nov 2022 01:11:00.000            -9885.524112            24286.670675             5480.744498
20 Nov 2022 01:12:00.000            -9915.615161            24310.788033             5295.964622
20 Nov 2022 01:13:00.000            -9944.949188            24333.815078             5110.789137
20 Nov 2022 01:14:00.000            -9973.533795            24355.743087             4925.231696
20 Nov 2022 01:15:00.000           -10001.376696            24376.563455             4739.305994
20 Nov 2022 01:16:00.000           -10028.485716            24396.267705             4553.025764
20 Nov 2022 01:17:00.000           -10054.868794            24414.847483             4366.404779
20 Nov 2022 01:18:00.000           -10080.533976            24432.294564             4179.456849
20 Nov 2022 01:19:00.000           -10105.489418            24448.600851             3992.195822
20 Nov 2022 01:20:00.000           -10129.743380            24463.758379             3804.635583
20 Nov 2022 01:21:00.000           -10153.304229            24477.759313             3616.790052
20 Nov 2022 01:22:00.000           -10176.180435            24490.595953             3428.673182
20 Nov 2022 01:23:00.000           -10198.380569            24502.260733             3240.298962
20 Nov 2022 01:24:00.000           -10219.913304            24512.746226             3051.681411
20 Nov 2022 01:25:00.000           -10240.787410            24522.045140             2862.834581
20 Nov 2022 01:26:00.000           -10261.011755            24530.150324             2673.772556
20 Nov 2022 01:27:00.000           -10280.595303            24537.054768             2484.509447
20 Nov 2022 01:28:00.000           -10299.547110            24542.751605             2295.059396
20 Nov 2022 01:29:00.000           -10317.876326            24547.234109             2105.436573
20 Nov 2022 01:30:00.000           -10335.592189            24550.495703             1915.655172
20 Nov 2022 01:31:00.000           -10352.704030            24552.529953             1725.729417
20 Nov 2022 01:32:00.000           -10369.221262            24553.330575             1535.673554
20 Nov 2022 01:33:00.000           -10385.153388            24552.891433             1345.501854
20 Nov 2022 01:34:00.000           -10400.509990            24551.206542             1155.228611
20 Nov 2022 01:35:00.000           -10415.300735            24548.270069              964.868141
20 Nov 2022 01:36:00.000           -10429.535368            24544.076332              774.434781
20 Nov 2022 01:37:00.000           -10443.223715            24538.619806              583.942887
20 Nov 2022 01:38:00.000           -10456.375674            24531.895119              393.406835
20 Nov 2022 01:39:00.000           -10469.001222            24523.897056              202.841018
20 Nov 2022 01:40:00.000           -10481.110405            24514.620560               12.259849
20 Nov 2022 01:41:00.000           -10492.713342            24504.060734             -178.322249
20 Nov 2022 01:42:00.000           -10503.820220            24492.212838             -368.890832
20 Nov 2022 01:43:00.000           -10514.441293            24479.072296             -559.431446
20 Nov 2022 01:44:00.000           -10524.586880            24464.634691             -749.929622
20 Nov 2022 01:45:00.000           -10534.267364            24448.895772             -940.370883
20 Nov 2022 01:46:00.000           -10543.493189            24431.851451            -1130.740737
20 Nov 2022 01:47:00.000           -10552.274857            24413.497804            -1321.024684
20 Nov 2022 01:48:00.000           -10560.622928            24393.831074            -1511.208217
20 Nov 2022 01:49:00.000           -10568.548018            24372.847671            -1701.276819
20 Nov 2022 01:50:00.000           -10576.060796            24350.544172            -1891.215969
20 Nov 2022 01:51:00.000           -10583.171982            24326.917325            -2081.011139
20 Nov 2022 01:52:00.000           -10589.892346            24301.964045            -2270.647798
20 Nov 2022 01:53:00.000           -10596.232704            24275.681418            -2460.111411
20 Nov 2022 01:54:00.000           -10602.203918            24248.066703            -2649.387442
20 Nov 2022 01:55:00.000           -10607.816895            24219.117329            -2838.461352
20 Nov 2022 01:56:00.000           -10613.082579            24188.830899            -3027.318605
20 Nov 2022 01:57:00.000           -10618.011956            24157.205188            -3215.944665
20 Nov 2022 01:58:00.000           -10622.616050            24124.238147            -3404.324998
20 Nov 2022 01:59:00.000           -10626.905918            24089.927900            -3592.445075
20 Nov 2022 02:00:00.000           -10630.892649            24054.272749            -3780.290369
20 Nov 2022 02:01:00.000           -10634.587365            24017.271170            -3967.846362
20 Nov 2022 02:02:00.000           -10638.001215            23978.921816            -4155.098540
20 Nov 2022 02:03:00.000           -10641.145375            23939.223518            -4342.032401
20 Nov 2022 02:04:00.000           -10644.031046            23898.175284            -4528.633447
20 Nov 2022 02:05:00.000           -10646.669451            23855.776301            -4714.887195
20 Nov 2022 02:06:00.000           -10649.071832            23812.025935            -4900.779171
20 Nov 2022 02:07:00.000           -10651.249449            23766.923729            -5086.294915
20 Nov 2022 02:08:00.000           -10653.213579            23720.469408            -5271.419979
20 Nov 2022 02:09:00.000           -10654.975512            23672.662877            -5456.139932
20 Nov 2022 02:10:00.000           -10656.546549            23623.504219            -5640.440359
20 Nov 2022 02:11:00.000           -10657.938001            23572.993701            -5824.306860
20 Nov 2022 02:12:00.000           -10659.161185            23521.131767            -6007.725057
20 Nov 2022 02:13:00.000           -10660.227425            23467.919046            -6190.680589
20 Nov 2022 02:14:00.000           -10661.148044            23413.356347            -6373.159117
20 Nov 2022 02:15:00.000           -10661.934370            23357.444659            -6555.146324
20 Nov 2022 02:16:00.000           -10662.597726            23300.185155            -6736.627915
20 Nov 2022 02:17:00.000           -10663.149432            23241.579190            -6917.589620
20 Nov 2022 02:18:00.000           -10663.600803            23181.628300            -7098.017197
20 Nov 2022 02:19:00.000           -10663.963143            23120.334203            -7277.896428
20 Nov 2022 02:20:00.000           -10664.247749            23057.698800            -7457.213123
20 Nov 2022 02:21:00.000           -10664.465903            22993.724175            -7635.953123
20 Nov 2022 02:22:00.000           -10664.628873            22928.412593            -7814.102298
20 Nov 2022 02:23:00.000           -10664.747908            22861.766500            -7991.646549
20 Nov 2022 02:24:00.000           -10664.834241            22793.788527            -8168.571811
20 Nov 2022 02:25:00.000           -10664.899080            22724.481486            -8344.864054
20 Nov 2022 02:26:00.000           -10664.953612            22653.848369            -8520.509281
20 Nov 2022 02:27:00.000           -10665.008997            22581.892352            -8695.493531
20 Nov 2022 02:28:00.000           -10665.076367            22508.616792            -8869.802884
20 Nov 2022 02:29:00.000           -10665.166822            22434.025227            -9043.423456
20 Nov 2022 02:30:00.000           -10665.291431            22358.121375            -9216.341404
20 Nov 2022 02:31:00.000           -10665.461230            22280.909137            -9388.542925
20 Nov 2022 02:32:00.000           -10665.687214            22202.392592            -9560.014260
20 Nov 2022 02:33:00.000           -10665.980341            22122.576002            -9730.741694
20 Nov 2022 02:34:00.000           -10666.351529            22041.463804            -9900.711555
20 Nov 2022 02:35:00.000           -10666.811649            21959.060620           -10069.910219
20 Nov 2022 02:36:00.000           -10667.371530            21875.371246           -10238.324108
20 Nov 2022 02:37:00.000           -10668.041951            21790.400659           -10405.939693
20 Nov 2022 02:38:00.000           -10668.833642            21704.154012           -10572.743496
20 Nov 2022 02:39:00.000           -10669.757278            21616.636637           -10738.722089
20 Nov 2022 02:40:00.000           -10670.823484            21527.854042           -10903.862095
20 Nov 2022 02:41:00.000           -10672.042825            21437.811911           -11068.150191
20 Nov 2022 02:42:00.000           -10673.425809            21346.516102           -11231.573112
20 Nov 2022 02:43:00.000           -10674.982883            21253.972650           -11394.117643
20 Nov 2022 02:44:00.000           -10676.724430            21160.187763           -11555.770632
20 Nov 2022 02:45:00.000           -10678.660769            21065.167822           -11716.518980
20 Nov 2022 02:46:00.000           -10680.802153            20968.919380           -11876.349652
20 Nov 2022 02:47:00.000           -10683.158762            20871.449164           -12035.249671
20 Nov 2022 02:48:00.000           -10685.740709            20772.764070           -12193.206123
20 Nov 2022 02:49:00.000           -10688.558031            20672.871164           -12350.206157
20 Nov 2022 02:50:00.000           -10691.620690            20571.777681           -12506.236987
20 Nov 2022 02:51:00.000           -10694.938570            20469.491025           -12661.285890
20 Nov 2022 02:52:00.000           -10698.521477            20366.018768           -12815.340214
20 Nov 2022 02:53:00.000           -10702.379134            20261.368645           -12968.387371
20 Nov 2022 02:54:00.000           -10706.521180            20155.548561           -13120.414844
20 Nov 2022 02:55:00.000           -10710.957169            20048.566580           -13271.410188
20 Nov 2022 02:56:00.000           -10715.696568            19940.430932           -13421.361027
20 Nov 2022 02:57:00.000           -10720.748753            19831.150010           -13570.255058
20 Nov 2022 02:58:00.000           -10726.123010            19720.732365           -13718.080054
20 Nov 2022 02:59:00.000           -10731.828529            19609.186709           -13864.823862
20 Nov 2022 03:00:00.000           -10737.874407            19496.521913           -14010.474404
20 Nov 2022 03:01:00.000           -10744.269643            19382.747004           -14155.019682
