Xian-To-gps-svn41
-----------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                      57    12 Oct 2022 00:30:13.432    12 Oct 2022 03:06:37.460          9384.028
                      58    12 Oct 2022 14:17:27.310    12 Oct 2022 19:52:09.506         20082.196
                      59    13 Oct 2022 00:26:07.987    13 Oct 2022 03:02:33.791          9385.804
                      60    13 Oct 2022 14:13:23.568    13 Oct 2022 19:48:04.535         20080.968
                      61    14 Oct 2022 00:21:59.531    14 Oct 2022 02:58:32.960          9393.428

Min Duration           1    14 Sep 2022 04:00:00.000    14 Sep 2022 05:00:07.823          3607.823
Max Duration           2    14 Sep 2022 16:11:01.946    14 Sep 2022 21:46:09.456         20107.510
Mean Duration                                                                            14543.037
Total Duration                                                                          887125.233


Xian-To-gps-svn65
-----------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                  ------    ------------------------    ------------------------    --------------
                       2    14 Sep 2022 21:02:08.236    14 Sep 2022 22:50:58.996          6530.760
                       3    15 Sep 2022 03:56:22.757    15 Sep 2022 09:40:49.455         20666.698
                       4    15 Sep 2022 20:58:03.233    15 Sep 2022 22:46:53.601          6530.368
                       5    16 Sep 2022 03:52:17.606    16 Sep 2022 09:36:44.404         20666.798
                       6    16 Sep 2022 20:53:58.230    16 Sep 2022 22:42:48.206          6529.976
                       7    17 Sep 2022 03:48:12.455    17 Sep 2022 09:32:39.353         20666.898
                       8    17 Sep 2022 20:49:53.227    17 Sep 2022 22:38:42.811          6529.583
                       9    18 Sep 2022 03:44:07.303    18 Sep 2022 09:28:34.302         20666.998
                      10    18 Sep 2022 20:45:48.224    18 Sep 2022 22:34:37.415          6529.191
                      11    19 Sep 2022 03:40:02.152    19 Sep 2022 09:24:29.251         20667.099
                      12    19 Sep 2022 20:41:43.221    19 Sep 2022 22:30:32.020          6528.798
                      13    20 Sep 2022 03:35:57.001    20 Sep 2022 09:20:24.200         20667.199
                      14    20 Sep 2022 20:37:38.219    20 Sep 2022 22:26:26.625          6528.406
                      15    21 Sep 2022 03:31:51.850    21 Sep 2022 09:16:19.144         20667.294
                      16    21 Sep 2022 20:33:24.434    21 Sep 2022 22:22:19.665          6535.232
                      17    22 Sep 2022 03:27:41.797    22 Sep 2022 09:12:04.983         20663.187
                      18    22 Sep 2022 20:29:17.942    22 Sep 2022 22:18:14.303          6536.361
                      19    23 Sep 2022 03:23:36.287    23 Sep 2022 09:07:58.954         20662.667
                      20    23 Sep 2022 20:25:11.619    23 Sep 2022 22:14:08.954          6537.335
                      21    24 Sep 2022 03:19:30.958    24 Sep 2022 09:03:53.160         20662.202
                      22    24 Sep 2022 20:21:05.622    24 Sep 2022 22:10:03.559          6537.936
                      23    25 Sep 2022 03:15:25.732    25 Sep 2022 08:59:47.590         20661.858
                      24    25 Sep 2022 20:16:59.922    25 Sep 2022 22:05:58.117          6538.194
                      25    26 Sep 2022 03:11:20.585    26 Sep 2022 08:55:42.171         20661.586
                      26    26 Sep 2022 20:12:54.524    26 Sep 2022 22:01:52.601          6538.078
                      27    27 Sep 2022 03:07:15.406    27 Sep 2022 08:51:36.823         20661.418
                      28    27 Sep 2022 20:08:49.284    27 Sep 2022 21:57:47.033          6537.749
                      29    28 Sep 2022 03:03:10.143    28 Sep 2022 08:47:31.392         20661.249
                      30    28 Sep 2022 20:04:44.112    28 Sep 2022 21:53:41.394          6537.282
                      31    29 Sep 2022 02:59:04.715    29 Sep 2022 08:43:25.820         20661.105
                      32    29 Sep 2022 20:00:38.882    29 Sep 2022 21:49:35.694          6536.812
                      33    30 Sep 2022 02:54:59.037    30 Sep 2022 08:39:19.971         20660.934
                      34    30 Sep 2022 19:56:33.366    30 Sep 2022 21:45:30.016          6536.650
                      35     1 Oct 2022 02:50:53.191     1 Oct 2022 08:35:13.863         20660.672
                      36     1 Oct 2022 19:52:27.479     1 Oct 2022 21:41:24.390          6536.912
                      37     2 Oct 2022 02:46:47.191     2 Oct 2022 08:31:07.525         20660.333
                      38     2 Oct 2022 19:48:21.134     2 Oct 2022 21:37:19.199          6538.065
                      39     3 Oct 2022 02:42:41.282     3 Oct 2022 08:27:01.321         20660.039
                      40     3 Oct 2022 19:44:14.789     3 Oct 2022 21:33:14.005          6539.216
                      41     4 Oct 2022 02:38:35.373     4 Oct 2022 08:22:55.117         20659.744
                      42     4 Oct 2022 19:40:08.445     4 Oct 2022 21:29:08.813          6540.369
                      43     5 Oct 2022 02:34:29.465     5 Oct 2022 08:18:48.914         20659.449
                      44     5 Oct 2022 19:36:02.100     5 Oct 2022 21:25:03.622          6541.522
                      45     6 Oct 2022 02:30:23.556     6 Oct 2022 08:14:42.710         20659.154
                      46     6 Oct 2022 19:31:55.756     6 Oct 2022 21:20:58.430          6542.674
                      47     7 Oct 2022 02:26:17.647     7 Oct 2022 08:10:36.506         20658.860
                      48     7 Oct 2022 19:27:49.412     7 Oct 2022 21:16:53.238          6543.826
                      49     8 Oct 2022 02:22:11.738     8 Oct 2022 08:06:30.303         20658.565
                      50     8 Oct 2022 19:23:43.067     8 Oct 2022 21:12:48.046          6544.979
                      51     9 Oct 2022 02:18:05.829     9 Oct 2022 08:02:24.099         20658.270
                      52     9 Oct 2022 19:19:36.723     9 Oct 2022 21:08:42.854          6546.131
                      53    10 Oct 2022 02:13:59.920    10 Oct 2022 07:58:17.895         20657.976
                      54    10 Oct 2022 19:15:30.379    10 Oct 2022 21:04:37.662          6547.283
                      55    11 Oct 2022 02:09:54.011    11 Oct 2022 07:54:11.692         20657.681
                      56    11 Oct 2022 19:11:24.035    11 Oct 2022 21:00:32.470          6548.435
                      57    12 Oct 2022 02:05:48.102    12 Oct 2022 07:50:05.488         20657.386
                      58    12 Oct 2022 19:07:17.691    12 Oct 2022 20:56:27.276          6549.585
                      59    13 Oct 2022 02:01:42.193    13 Oct 2022 07:45:59.285         20657.091
                      60    13 Oct 2022 19:03:16.840    13 Oct 2022 20:52:18.188          6541.348
                      61    14 Oct 2022 01:57:39.604    14 Oct 2022 04:00:00.000          7340.396

Min Duration          14    20 Sep 2022 20:37:38.219    20 Sep 2022 22:26:26.625          6528.406
Max Duration          15    21 Sep 2022 03:31:51.850    21 Sep 2022 09:16:19.144         20667.294
Mean Duration                                                                            13497.319
Total Duration                                                                          823336.461


Xian-To-gps-svn66
-----------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                  ------    ------------------------    ------------------------    --------------
                       2    14 Sep 2022 12:37:38.518    14 Sep 2022 18:28:36.598         21058.080
                       3    15 Sep 2022 05:41:42.469    15 Sep 2022 07:05:50.170          5047.702
                       4    15 Sep 2022 12:33:32.392    15 Sep 2022 18:24:30.399         21058.007
                       5    16 Sep 2022 05:37:36.408    16 Sep 2022 07:01:44.553          5048.145
                       6    16 Sep 2022 12:29:26.372    16 Sep 2022 18:20:24.283         21057.911
                       7    17 Sep 2022 05:33:30.322    17 Sep 2022 06:57:39.065          5048.743
                       8    17 Sep 2022 12:25:20.523    17 Sep 2022 18:16:18.287         21057.763
                       9    18 Sep 2022 05:29:24.282    18 Sep 2022 06:53:33.701          5049.419
                      10    18 Sep 2022 12:21:14.768    18 Sep 2022 18:12:12.386         21057.618
                      11    19 Sep 2022 05:25:18.293    19 Sep 2022 06:49:28.524          5050.231
                      12    19 Sep 2022 12:17:09.167    19 Sep 2022 18:08:06.568         21057.401
                      13    20 Sep 2022 05:21:12.391    20 Sep 2022 06:45:23.406          5051.015
                      14    20 Sep 2022 12:13:03.589    20 Sep 2022 18:04:00.737         21057.148
                      15    21 Sep 2022 05:17:06.650    21 Sep 2022 06:41:18.325          5051.675
                      16    21 Sep 2022 12:08:57.963    21 Sep 2022 17:59:54.921         21056.958
                      17    22 Sep 2022 05:13:00.951    22 Sep 2022 06:37:13.286          5052.336
                      18    22 Sep 2022 12:04:52.416    22 Sep 2022 17:55:49.084         21056.669
                      19    23 Sep 2022 05:08:55.363    23 Sep 2022 06:33:08.151          5052.787
                      20    23 Sep 2022 12:00:46.767    23 Sep 2022 17:51:43.219         21056.452
                      21    24 Sep 2022 05:04:49.800    24 Sep 2022 06:29:02.907          5053.107
                      22    24 Sep 2022 11:56:40.945    24 Sep 2022 17:47:37.203         21056.259
                      23    25 Sep 2022 05:00:44.226    25 Sep 2022 06:24:57.514          5053.288
                      24    25 Sep 2022 11:52:34.970    25 Sep 2022 17:43:31.080         21056.110
                      25    26 Sep 2022 04:56:38.650    26 Sep 2022 06:20:51.959          5053.309
                      26    26 Sep 2022 11:48:28.802    26 Sep 2022 17:39:24.797         21055.994
                      27    27 Sep 2022 04:52:32.828    27 Sep 2022 06:16:46.295          5053.466
                      28    27 Sep 2022 11:44:22.541    27 Sep 2022 17:35:18.395         21055.854
                      29    28 Sep 2022 04:48:26.734    28 Sep 2022 06:12:40.487          5053.753
                      30    28 Sep 2022 11:40:16.212    28 Sep 2022 17:31:11.971         21055.759
                      31    29 Sep 2022 04:44:20.688    29 Sep 2022 06:08:34.672          5053.984
                      32    29 Sep 2022 11:36:09.864    29 Sep 2022 17:27:05.496         21055.633
                      33    30 Sep 2022 04:40:14.099    30 Sep 2022 06:04:29.009          5054.910
                      34    30 Sep 2022 11:32:03.604    30 Sep 2022 17:22:59.050         21055.446
                      35     1 Oct 2022 04:36:07.742     1 Oct 2022 06:00:23.426          5055.684
                      36     1 Oct 2022 11:27:57.497     1 Oct 2022 17:18:52.719         21055.222
                      37     2 Oct 2022 04:32:01.190     2 Oct 2022 05:56:18.102          5056.912
                      38     2 Oct 2022 11:23:51.560     2 Oct 2022 17:14:46.496         21054.936
                      39     3 Oct 2022 04:27:54.801     3 Oct 2022 05:52:12.924          5058.123
                      40     3 Oct 2022 11:19:45.747     3 Oct 2022 17:10:40.391         21054.644
                      41     4 Oct 2022 04:23:48.695     4 Oct 2022 05:48:07.880          5059.184
                      42     4 Oct 2022 11:15:40.032     4 Oct 2022 17:06:34.382         21054.350
                      43     5 Oct 2022 04:19:42.719     5 Oct 2022 05:44:02.877          5060.158
                      44     5 Oct 2022 11:11:34.304     5 Oct 2022 17:02:28.246         21053.942
                      45     6 Oct 2022 04:15:36.557     6 Oct 2022 05:39:57.894          5061.337
                      46     6 Oct 2022 11:07:28.440     6 Oct 2022 16:58:22.109         21053.670
                      47     7 Oct 2022 04:11:30.810     7 Oct 2022 05:35:52.654          5061.844
                      48     7 Oct 2022 11:03:22.446     7 Oct 2022 16:54:15.826         21053.380
                      49     8 Oct 2022 04:07:25.018     8 Oct 2022 05:31:47.219          5062.201
                      50     8 Oct 2022 10:59:16.289     8 Oct 2022 16:50:09.489         21053.201
                      51     9 Oct 2022 04:03:19.124     9 Oct 2022 05:27:41.596          5062.472
                      52     9 Oct 2022 10:55:10.040     9 Oct 2022 16:46:03.092         21053.052
                      53    10 Oct 2022 03:59:13.281    10 Oct 2022 05:23:35.799          5062.518
                      54    10 Oct 2022 10:51:03.673    10 Oct 2022 16:41:56.661         21052.988
                      55    11 Oct 2022 03:55:07.134    11 Oct 2022 05:19:29.958          5062.824
                      56    11 Oct 2022 10:46:57.373    11 Oct 2022 16:37:50.212         21052.839
                      57    12 Oct 2022 03:51:00.984    12 Oct 2022 05:15:24.098          5063.114
                      58    12 Oct 2022 10:42:51.098    12 Oct 2022 16:33:43.875         21052.776
                      59    13 Oct 2022 03:46:54.777    13 Oct 2022 05:11:18.312          5063.536
                      60    13 Oct 2022 10:38:44.944    13 Oct 2022 16:29:37.601         21052.657
                      61    14 Oct 2022 03:42:48.659    14 Oct 2022 04:00:00.000          1031.341

Min Duration          61    14 Oct 2022 03:42:48.659    14 Oct 2022 04:00:00.000          1031.341
Max Duration           2    14 Sep 2022 12:37:38.518    14 Sep 2022 18:28:36.598         21058.080
Mean Duration                                                                            12858.347
Total Duration                                                                          784359.142


Xian-To-gps-svn67
-----------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                  ------    ------------------------    ------------------------    --------------
                       1    14 Sep 2022 19:53:39.966    15 Sep 2022 03:29:47.993         27368.027
                       2    15 Sep 2022 19:49:43.275    16 Sep 2022 03:25:53.086         27369.811
                       3    16 Sep 2022 19:45:46.585    17 Sep 2022 03:21:58.176         27371.590
                       4    17 Sep 2022 19:41:49.897    18 Sep 2022 03:18:03.263         27373.366
                       5    18 Sep 2022 19:37:53.211    19 Sep 2022 03:14:08.348         27375.137
                       6    19 Sep 2022 19:33:56.526    20 Sep 2022 03:10:13.431         27376.905
                       7    20 Sep 2022 19:29:59.842    21 Sep 2022 03:06:18.511         27378.668
                       8    21 Sep 2022 19:26:03.008    22 Sep 2022 03:02:25.734         27382.726
                       9    22 Sep 2022 19:22:06.433    23 Sep 2022 02:58:31.156         27384.723
                      10    23 Sep 2022 19:18:10.007    24 Sep 2022 02:54:36.675         27386.668
                      11    24 Sep 2022 19:14:13.632    25 Sep 2022 02:50:42.289         27388.657
                      12    25 Sep 2022 19:09:22.933    26 Sep 2022 02:45:30.289         27367.356
                      13    26 Sep 2022 19:05:08.576    27 Sep 2022 02:41:13.958         27365.382
                      14    27 Sep 2022 19:00:54.320    28 Sep 2022 02:36:57.727         27363.407
                      15    28 Sep 2022 18:56:40.118    29 Sep 2022 02:32:41.561         27361.444
                      16    29 Sep 2022 18:52:25.938    30 Sep 2022 02:28:25.419         27359.482
                      17    30 Sep 2022 18:48:11.867     1 Oct 2022 02:24:09.319         27357.452
                      18     1 Oct 2022 18:43:57.685     2 Oct 2022 02:19:53.203         27355.518
                      19     2 Oct 2022 18:39:43.421     3 Oct 2022 02:15:37.074         27353.654
                      20     3 Oct 2022 18:35:29.297     4 Oct 2022 02:11:20.943         27351.645
                      21     4 Oct 2022 18:31:15.175     5 Oct 2022 02:07:04.807         27349.632
                      22     5 Oct 2022 18:27:01.056     6 Oct 2022 02:02:48.669         27347.613
                      23     6 Oct 2022 18:22:46.938     7 Oct 2022 01:58:32.528         27345.591
                      24     7 Oct 2022 18:18:32.822     8 Oct 2022 01:54:16.384         27343.562
                      25     8 Oct 2022 18:14:18.707     9 Oct 2022 01:50:00.236         27341.529
                      26     9 Oct 2022 18:10:04.595    10 Oct 2022 01:45:44.085         27339.490
                      27    10 Oct 2022 18:05:50.484    11 Oct 2022 01:41:27.931         27337.447
                      28    11 Oct 2022 18:01:36.375    12 Oct 2022 01:37:11.773         27335.398
                      29    12 Oct 2022 17:57:22.268    13 Oct 2022 01:32:55.613         27333.345
                      30    13 Oct 2022 17:53:10.170    14 Oct 2022 01:28:44.117         27333.947

Min Duration          29    12 Oct 2022 17:57:22.268    13 Oct 2022 01:32:55.613         27333.345
Max Duration          11    24 Sep 2022 19:14:13.632    25 Sep 2022 02:50:42.289         27388.657
Mean Duration                                                                            27359.972
Total Duration                                                                          820799.173


Xian-To-gps-svn68
-----------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                  ------    ------------------------    ------------------------    --------------
                       1    14 Sep 2022 13:20:20.465    14 Sep 2022 18:19:39.337         17958.872
                       2    14 Sep 2022 22:21:38.461    15 Sep 2022 02:07:03.285         13524.825
                       3    15 Sep 2022 13:16:21.322    15 Sep 2022 18:15:37.069         17955.746
                       4    15 Sep 2022 22:17:34.414    16 Sep 2022 02:03:04.107         13529.693
                       5    16 Sep 2022 13:12:22.179    16 Sep 2022 18:11:34.799         17952.620
                       6    16 Sep 2022 22:13:30.370    17 Sep 2022 01:59:04.937         13534.567
                       7    17 Sep 2022 13:08:23.036    17 Sep 2022 18:07:32.528         17949.492
                       8    17 Sep 2022 22:09:26.327    18 Sep 2022 01:55:05.764         13539.436
                       9    18 Sep 2022 13:04:23.892    18 Sep 2022 18:03:30.255         17946.362
                      10    18 Sep 2022 22:05:22.286    19 Sep 2022 01:51:06.589         13544.302
                      11    19 Sep 2022 13:00:24.749    19 Sep 2022 17:59:27.978         17943.230
                      12    19 Sep 2022 22:01:18.247    20 Sep 2022 01:47:07.415         13549.168
                      13    20 Sep 2022 12:56:25.604    20 Sep 2022 17:55:25.704         17940.099
                      14    20 Sep 2022 21:57:14.209    21 Sep 2022 01:43:08.242         13554.033
                      15    21 Sep 2022 12:52:26.460    21 Sep 2022 17:51:20.027         17933.567
                      16    21 Sep 2022 21:53:08.109    22 Sep 2022 01:39:02.316         13554.207
                      17    22 Sep 2022 12:48:21.244    22 Sep 2022 17:47:17.648         17936.404
                      18    22 Sep 2022 21:49:04.035    23 Sep 2022 01:35:02.818         13558.783
                      19    23 Sep 2022 12:44:21.862    23 Sep 2022 17:43:15.416         17933.555
                      20    23 Sep 2022 21:44:59.858    24 Sep 2022 01:31:03.223         13563.366
                      21    24 Sep 2022 12:40:22.388    24 Sep 2022 17:39:13.020         17930.632
                      22    24 Sep 2022 21:40:55.580    25 Sep 2022 01:27:03.485         13567.906
                      23    25 Sep 2022 12:36:22.784    25 Sep 2022 17:35:10.498         17927.714
                      24    25 Sep 2022 21:36:51.165    26 Sep 2022 01:23:03.528         13572.363
                      25    26 Sep 2022 12:32:22.955    26 Sep 2022 17:31:07.906         17924.951
                      26    26 Sep 2022 21:32:46.611    27 Sep 2022 01:19:03.289         13576.677
                      27    27 Sep 2022 12:28:22.855    27 Sep 2022 17:27:05.150         17922.296
                      28    27 Sep 2022 21:28:41.956    28 Sep 2022 01:15:02.797         13580.841
                      29    28 Sep 2022 12:24:22.508    28 Sep 2022 17:23:02.155         17919.647
                      30    28 Sep 2022 21:24:37.287    29 Sep 2022 01:11:02.123         13584.836
                      31    29 Sep 2022 12:20:21.919    29 Sep 2022 17:18:59.036         17917.117
                      32    29 Sep 2022 21:20:32.619    30 Sep 2022 01:07:01.325         13588.707
                      33    30 Sep 2022 12:16:21.206    30 Sep 2022 17:14:55.915         17914.710
                      34    30 Sep 2022 21:16:28.026     1 Oct 2022 01:03:00.528         13592.502
                      35     1 Oct 2022 12:12:20.470     1 Oct 2022 17:10:52.717         17912.247
                      36     1 Oct 2022 21:12:23.557     2 Oct 2022 00:58:59.839         13596.282
                      37     2 Oct 2022 12:08:19.839     2 Oct 2022 17:06:49.571         17909.732
                      38     2 Oct 2022 21:08:19.305     3 Oct 2022 00:54:59.133         13599.827
                      39     3 Oct 2022 12:04:19.155     3 Oct 2022 17:02:46.588         17907.432
                      40     3 Oct 2022 21:04:15.054     4 Oct 2022 00:50:58.427         13603.373
                      41     4 Oct 2022 12:00:18.471     4 Oct 2022 16:58:43.604         17905.132
                      42     4 Oct 2022 21:00:10.804     5 Oct 2022 00:46:57.720         13606.916
                      43     5 Oct 2022 11:56:17.787     5 Oct 2022 16:54:40.617         17902.830
                      44     5 Oct 2022 20:56:06.555     6 Oct 2022 00:42:57.014         13610.459
                      45     6 Oct 2022 11:52:17.103     6 Oct 2022 16:50:37.629         17900.526
                      46     6 Oct 2022 20:52:02.307     7 Oct 2022 00:38:56.308         13614.001
                      47     7 Oct 2022 11:48:16.419     7 Oct 2022 16:46:34.648         17898.228
                      48     7 Oct 2022 20:47:58.060     8 Oct 2022 00:34:55.602         13617.542
                      49     8 Oct 2022 11:44:15.735     8 Oct 2022 16:42:31.661         17895.926
                      50     8 Oct 2022 20:43:53.813     9 Oct 2022 00:30:54.896         13621.082
                      51     9 Oct 2022 11:40:15.050     9 Oct 2022 16:38:28.673         17893.623
                      52     9 Oct 2022 20:39:49.568    10 Oct 2022 00:26:54.189         13624.621
                      53    10 Oct 2022 11:36:14.365    10 Oct 2022 16:34:25.685         17891.319
                      54    10 Oct 2022 20:35:45.323    11 Oct 2022 00:22:53.482         13628.159
                      55    11 Oct 2022 11:32:13.681    11 Oct 2022 16:30:22.696         17889.015
                      56    11 Oct 2022 20:31:41.079    12 Oct 2022 00:18:52.775         13631.696
                      57    12 Oct 2022 11:28:12.995    12 Oct 2022 16:26:19.706         17886.710
                      58    12 Oct 2022 20:27:36.837    13 Oct 2022 00:14:52.068         13635.232
                      59    13 Oct 2022 11:24:12.310    13 Oct 2022 16:22:16.715         17884.405
                      60    13 Oct 2022 20:23:29.358    14 Oct 2022 00:10:51.001         13641.642

Min Duration           2    14 Sep 2022 22:21:38.461    15 Sep 2022 02:07:03.285         13524.825
Max Duration           1    14 Sep 2022 13:20:20.465    14 Sep 2022 18:19:39.337         17958.872
Mean Duration                                                                            15752.186
Total Duration                                                                          945131.185


Xian-To-gps-svn69
-----------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                  ------    ------------------------    ------------------------    --------------
                       1    14 Sep 2022 10:27:30.210    14 Sep 2022 14:50:25.010         15774.800
                       2    14 Sep 2022 18:48:23.502    14 Sep 2022 23:15:09.456         16005.954
                       3    15 Sep 2022 10:23:16.544    15 Sep 2022 14:46:16.436         15779.892
                       4    15 Sep 2022 18:44:14.739    15 Sep 2022 23:10:55.776         16001.038
                       5    16 Sep 2022 10:19:02.883    16 Sep 2022 14:42:07.864         15784.981
                       6    16 Sep 2022 18:40:05.977    16 Sep 2022 23:06:42.097         15996.119
                       7    17 Sep 2022 10:14:49.218    17 Sep 2022 14:37:59.288         15790.070
                       8    17 Sep 2022 18:35:57.219    17 Sep 2022 23:02:28.417         15991.198
                       9    18 Sep 2022 10:10:35.552    18 Sep 2022 14:33:50.711         15795.159
                      10    18 Sep 2022 18:31:48.463    18 Sep 2022 22:58:14.738         15986.274
                      11    19 Sep 2022 10:06:21.886    19 Sep 2022 14:29:42.134         15800.248
                      12    19 Sep 2022 18:27:39.710    19 Sep 2022 22:54:01.058         15981.348
                      13    20 Sep 2022 10:02:08.215    20 Sep 2022 14:25:33.551         15805.336
                      14    20 Sep 2022 18:23:30.959    20 Sep 2022 22:49:47.380         15976.421
                      15    21 Sep 2022 09:57:54.549    21 Sep 2022 14:21:24.966         15810.417
                      16    21 Sep 2022 18:19:24.945    21 Sep 2022 22:45:35.538         15970.593
                      17    22 Sep 2022 09:53:42.379    22 Sep 2022 14:17:17.325         15814.946
                      18    22 Sep 2022 18:15:16.147    22 Sep 2022 22:41:21.822         15965.674
                      19    23 Sep 2022 09:49:28.629    23 Sep 2022 14:13:08.623         15819.994
                      20    23 Sep 2022 18:11:07.469    23 Sep 2022 22:37:07.940         15960.471
                      21    24 Sep 2022 09:45:14.714    24 Sep 2022 14:08:59.799         15825.084
                      22    24 Sep 2022 18:06:58.416    24 Sep 2022 22:32:53.924         15955.508
                      23    25 Sep 2022 09:41:00.653    25 Sep 2022 14:04:50.879         15830.226
                      24    25 Sep 2022 18:02:49.242    25 Sep 2022 22:28:39.813         15950.572
                      25    26 Sep 2022 09:36:46.430    26 Sep 2022 14:00:41.868         15835.438
                      26    26 Sep 2022 17:58:40.324    26 Sep 2022 22:24:25.636         15945.311
                      27    27 Sep 2022 09:32:32.112    27 Sep 2022 13:56:32.822         15840.711
                      28    27 Sep 2022 17:54:31.492    27 Sep 2022 22:20:11.457         15939.965
                      29    28 Sep 2022 09:28:17.794    28 Sep 2022 13:52:23.846         15846.052
                      30    28 Sep 2022 17:50:22.754    28 Sep 2022 22:15:57.316         15934.562
                      31    29 Sep 2022 09:24:03.548    29 Sep 2022 13:48:14.980         15851.432
                      32    29 Sep 2022 17:46:14.175    29 Sep 2022 22:11:43.279         15929.104
                      33    30 Sep 2022 09:19:49.406    30 Sep 2022 13:44:06.210         15856.803
                      34    30 Sep 2022 17:42:05.652    30 Sep 2022 22:07:29.344         15923.692
                      35     1 Oct 2022 09:15:35.382     1 Oct 2022 13:39:57.506         15862.124
                      36     1 Oct 2022 17:37:57.295     1 Oct 2022 22:03:15.498         15918.204
                      37     2 Oct 2022 09:11:21.468     2 Oct 2022 13:35:48.848         15867.380
                      38     2 Oct 2022 17:33:48.917     2 Oct 2022 21:59:01.703         15912.786
                      39     3 Oct 2022 09:07:07.680     3 Oct 2022 13:31:40.580         15872.900
                      40     3 Oct 2022 17:29:40.545     3 Oct 2022 21:54:47.909         15907.364
                      41     4 Oct 2022 09:02:53.901     4 Oct 2022 13:27:32.308         15878.407
                      42     4 Oct 2022 17:25:32.176     4 Oct 2022 21:50:34.114         15901.938
                      43     5 Oct 2022 08:58:40.117     5 Oct 2022 13:23:24.033         15883.916
                      44     5 Oct 2022 17:21:23.810     5 Oct 2022 21:46:20.319         15896.510
                      45     6 Oct 2022 08:54:26.332     6 Oct 2022 13:19:15.755         15889.422
                      46     6 Oct 2022 17:17:15.447     6 Oct 2022 21:42:06.525         15891.078
                      47     7 Oct 2022 08:50:12.548     7 Oct 2022 13:15:07.474         15894.925
                      48     7 Oct 2022 17:13:07.087     7 Oct 2022 21:37:52.731         15885.644
                      49     8 Oct 2022 08:45:58.764     8 Oct 2022 13:10:59.189         15900.425
                      50     8 Oct 2022 17:08:58.730     8 Oct 2022 21:33:38.938         15880.207
                      51     9 Oct 2022 08:41:44.979     9 Oct 2022 13:06:50.902         15905.922
                      52     9 Oct 2022 17:04:50.377     9 Oct 2022 21:29:25.144         15874.767
                      53    10 Oct 2022 08:37:31.195    10 Oct 2022 13:02:42.611         15911.416
                      54    10 Oct 2022 17:00:42.027    10 Oct 2022 21:25:11.351         15869.324
                      55    11 Oct 2022 08:33:17.410    11 Oct 2022 12:58:34.317         15916.907
                      56    11 Oct 2022 16:56:33.679    11 Oct 2022 21:20:57.557         15863.878
                      57    12 Oct 2022 08:29:03.625    12 Oct 2022 12:54:26.020         15922.395
                      58    12 Oct 2022 16:52:25.335    12 Oct 2022 21:16:43.764         15858.428
                      59    13 Oct 2022 08:24:49.840    13 Oct 2022 12:50:17.720         15927.880
                      60    13 Oct 2022 16:48:58.350    13 Oct 2022 21:14:27.185         15928.835

Min Duration           1    14 Sep 2022 10:27:30.210    14 Sep 2022 14:50:25.010         15774.800
Max Duration           2    14 Sep 2022 18:48:23.502    14 Sep 2022 23:15:09.456         16005.954
Mean Duration                                                                            15891.640
Total Duration                                                                          953498.382


Xian-To-gps-svn70
-----------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                  ------    ------------------------    ------------------------    --------------
                       1    14 Sep 2022 05:58:12.894    14 Sep 2022 13:36:33.793         27500.899
                       2    15 Sep 2022 05:54:05.449    15 Sep 2022 13:32:26.703         27501.254
                       3    16 Sep 2022 05:49:58.005    16 Sep 2022 13:28:19.607         27501.603
                       4    17 Sep 2022 05:45:50.560    17 Sep 2022 13:24:12.512         27501.952
                       5    18 Sep 2022 05:41:43.116    18 Sep 2022 13:20:05.412         27502.296
                       6    19 Sep 2022 05:37:35.672    19 Sep 2022 13:15:58.316         27502.644
                       7    20 Sep 2022 05:33:28.228    20 Sep 2022 13:11:51.221         27502.993
                       8    21 Sep 2022 05:29:20.784    21 Sep 2022 13:07:44.130         27503.346
                       9    22 Sep 2022 05:25:10.459    22 Sep 2022 13:03:34.446         27503.986
                      10    23 Sep 2022 05:21:03.474    23 Sep 2022 12:59:27.814         27504.340
                      11    24 Sep 2022 05:16:56.526    24 Sep 2022 12:55:21.183         27504.657
                      12    25 Sep 2022 05:12:49.511    25 Sep 2022 12:51:14.432         27504.921
                      13    26 Sep 2022 05:08:42.382    26 Sep 2022 12:47:07.519         27505.137
                      14    27 Sep 2022 05:04:35.035    27 Sep 2022 12:43:00.361         27505.325
                      15    28 Sep 2022 05:00:27.457    28 Sep 2022 12:38:52.975         27505.518
                      16    29 Sep 2022 04:56:19.697    29 Sep 2022 12:34:45.464         27505.767
                      17    30 Sep 2022 04:52:11.792    30 Sep 2022 12:30:37.891         27506.099
                      18     1 Oct 2022 04:48:03.864     1 Oct 2022 12:26:30.389         27506.524
                      19     2 Oct 2022 04:43:56.061     2 Oct 2022 12:22:23.069         27507.007
                      20     3 Oct 2022 04:39:48.357     3 Oct 2022 12:18:15.772         27507.415
                      21     4 Oct 2022 04:35:40.653     4 Oct 2022 12:14:08.474         27507.822
