Xian-To-gps-svn41
-----------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                  ------    ------------------------    ------------------------    --------------
                       1    14 Sep 2022 16:50:28.047    14 Sep 2022 23:40:14.459         24586.413
                       2    15 Sep 2022 16:46:20.505    15 Sep 2022 23:36:07.534         24587.029
                       3    16 Sep 2022 16:42:12.963    16 Sep 2022 23:32:00.608         24587.645
                       4    17 Sep 2022 16:38:05.421    17 Sep 2022 23:27:53.682         24588.261
                       5    18 Sep 2022 16:33:57.879    18 Sep 2022 23:23:46.756         24588.877
                       6    19 Sep 2022 16:29:50.337    19 Sep 2022 23:19:39.831         24589.493
                       7    20 Sep 2022 16:25:42.795    20 Sep 2022 23:15:32.905         24590.109
                       8    21 Sep 2022 16:21:35.253    21 Sep 2022 23:11:29.170         24593.917
                       9    22 Sep 2022 16:17:31.438    22 Sep 2022 23:07:22.280         24590.842
                      10    23 Sep 2022 16:13:23.567    23 Sep 2022 23:03:15.306         24591.740
                      11    24 Sep 2022 16:09:15.696    24 Sep 2022 22:59:08.274         24592.579
                      12    25 Sep 2022 16:05:07.960    25 Sep 2022 22:55:01.242         24593.281
                      13    26 Sep 2022 16:01:00.395    26 Sep 2022 22:50:54.308         24593.913
                      14    27 Sep 2022 15:56:53.157    27 Sep 2022 22:46:47.489         24594.332
                      15    28 Sep 2022 15:52:46.132    28 Sep 2022 22:42:40.844         24594.712
                      16    29 Sep 2022 15:48:39.347    29 Sep 2022 22:38:34.353         24595.005
                      17    30 Sep 2022 15:44:32.616    30 Sep 2022 22:34:27.966         24595.349
                      18     1 Oct 2022 15:40:25.870     1 Oct 2022 22:30:21.602         24595.731
                      19     2 Oct 2022 15:36:18.974     2 Oct 2022 22:26:15.407         24596.433
                      20     3 Oct 2022 15:32:12.256     3 Oct 2022 22:22:09.213         24596.956
                      21     4 Oct 2022 15:28:05.539     4 Oct 2022 22:18:03.018         24597.479
                      22     5 Oct 2022 15:23:58.821     5 Oct 2022 22:13:56.823         24598.002
                      23     6 Oct 2022 15:19:52.099     6 Oct 2022 22:09:50.628         24598.529
                      24     7 Oct 2022 15:15:45.386     7 Oct 2022 22:05:44.434         24599.047
                      25     8 Oct 2022 15:11:38.669     8 Oct 2022 22:01:38.239         24599.570
                      26     9 Oct 2022 15:07:31.951     9 Oct 2022 21:57:32.044         24600.093
                      27    10 Oct 2022 15:03:25.234    10 Oct 2022 21:53:25.849         24600.616
                      28    11 Oct 2022 14:59:18.516    11 Oct 2022 21:49:19.654         24601.139
                      29    12 Oct 2022 14:55:11.798    12 Oct 2022 21:45:13.460         24601.661
                      30    13 Oct 2022 14:51:05.081    13 Oct 2022 21:41:00.336         24595.256

Min Duration           1    14 Sep 2022 16:50:28.047    14 Sep 2022 23:40:14.459         24586.413
Max Duration          29    12 Oct 2022 14:55:11.798    12 Oct 2022 21:45:13.460         24601.661
Mean Duration                                                                            24594.467
Total Duration                                                                          737834.011


Xian-To-gps-svn43
-----------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                  ------    ------------------------    ------------------------    --------------
                       2    14 Sep 2022 18:07:55.667    14 Sep 2022 19:40:53.960          5578.293
                       3    15 Sep 2022 01:00:49.956    15 Sep 2022 06:51:32.942         21042.986
                       4    15 Sep 2022 18:03:51.169    15 Sep 2022 19:36:48.764          5577.596
                       5    16 Sep 2022 00:56:45.195    16 Sep 2022 06:47:28.353         21043.158
                       6    16 Sep 2022 17:59:46.671    16 Sep 2022 19:32:43.574          5576.903
                       7    17 Sep 2022 00:52:40.434    17 Sep 2022 06:43:23.764         21043.330
                       8    17 Sep 2022 17:55:42.177    17 Sep 2022 19:28:38.388          5576.210
                       9    18 Sep 2022 00:48:35.673    18 Sep 2022 06:39:19.175         21043.502
                      10    18 Sep 2022 17:51:37.679    18 Sep 2022 19:24:33.192          5575.513
                      11    19 Sep 2022 00:44:30.912    19 Sep 2022 06:35:14.586         21043.673
                      12    19 Sep 2022 17:47:33.182    19 Sep 2022 19:20:28.006          5574.825
                      13    20 Sep 2022 00:40:26.152    20 Sep 2022 06:31:09.996         21043.845
                      14    20 Sep 2022 17:43:28.684    20 Sep 2022 19:16:22.811          5574.127
                      15    21 Sep 2022 00:36:21.391    21 Sep 2022 06:27:05.407         21044.017
                      16    21 Sep 2022 17:39:17.548    21 Sep 2022 19:12:16.981          5579.433
                      17    22 Sep 2022 00:32:12.419    22 Sep 2022 06:22:53.538         21041.119
                      18    22 Sep 2022 17:35:12.867    22 Sep 2022 19:08:11.834          5578.967
                      19    23 Sep 2022 00:28:07.669    23 Sep 2022 06:18:48.821         21041.152
                      20    23 Sep 2022 17:31:08.447    23 Sep 2022 19:04:06.843          5578.396
                      21    24 Sep 2022 00:24:02.904    24 Sep 2022 06:14:44.145         21041.241
                      22    24 Sep 2022 17:27:04.033    24 Sep 2022 19:00:01.512          5577.479
                      23    25 Sep 2022 00:19:58.035    25 Sep 2022 06:10:39.471         21041.437
                      24    25 Sep 2022 17:23:00.104    25 Sep 2022 18:55:55.405          5575.301
                      25    26 Sep 2022 00:15:53.000    26 Sep 2022 06:06:34.629         21041.629
                      26    26 Sep 2022 17:18:55.822    26 Sep 2022 18:51:49.679          5573.857
                      27    27 Sep 2022 00:11:47.800    27 Sep 2022 06:02:29.574         21041.774
                      28    27 Sep 2022 17:14:51.471    27 Sep 2022 18:47:43.826          5572.355
                      29    28 Sep 2022 00:07:42.343    28 Sep 2022 05:58:24.269         21041.926
                      30    28 Sep 2022 17:10:46.612    28 Sep 2022 18:43:38.127          5571.515
                      31    29 Sep 2022 00:03:36.780    29 Sep 2022 05:54:18.690         21041.911
                      32    29 Sep 2022 17:06:41.390    29 Sep 2022 18:39:32.539          5571.148
                      33    29 Sep 2022 23:59:31.111    30 Sep 2022 05:50:12.946         21041.835
                      34    30 Sep 2022 17:02:35.507    30 Sep 2022 18:35:27.536          5572.029
                      35    30 Sep 2022 23:55:25.439     1 Oct 2022 05:46:07.134         21041.695
                      36     1 Oct 2022 16:58:29.820     1 Oct 2022 18:31:22.234          5572.414
                      37     1 Oct 2022 23:51:19.833     2 Oct 2022 05:42:01.370         21041.536
                      38     2 Oct 2022 16:54:24.130     2 Oct 2022 18:27:17.094          5572.964
                      39     2 Oct 2022 23:47:14.333     3 Oct 2022 05:37:55.612         21041.279
                      40     3 Oct 2022 16:50:18.235     3 Oct 2022 18:23:12.235          5574.000
                      41     3 Oct 2022 23:43:08.833     4 Oct 2022 05:33:49.854         21041.021
                      42     4 Oct 2022 16:46:12.340     4 Oct 2022 18:19:07.386          5575.046
                      43     4 Oct 2022 23:39:03.333     5 Oct 2022 05:29:44.096         21040.763
                      44     5 Oct 2022 16:42:06.440     5 Oct 2022 18:15:02.527          5576.087
                      45     5 Oct 2022 23:34:57.833     6 Oct 2022 05:25:38.339         21040.505
                      46     6 Oct 2022 16:38:00.545     6 Oct 2022 18:10:57.678          5577.133
                      47     6 Oct 2022 23:30:52.333     7 Oct 2022 05:21:32.581         21040.248
                      48     7 Oct 2022 16:33:54.650     7 Oct 2022 18:06:52.824          5578.174
                      49     7 Oct 2022 23:26:46.833     8 Oct 2022 05:17:26.823         21039.990
                      50     8 Oct 2022 16:29:48.760     8 Oct 2022 18:02:47.970          5579.210
                      51     8 Oct 2022 23:22:41.333     9 Oct 2022 05:13:21.065         21039.732
                      52     9 Oct 2022 16:25:42.860     9 Oct 2022 17:58:43.115          5580.255
                      53     9 Oct 2022 23:18:35.833    10 Oct 2022 05:09:15.308         21039.474
                      54    10 Oct 2022 16:21:36.970    10 Oct 2022 17:54:38.261          5581.291
                      55    10 Oct 2022 23:14:30.333    11 Oct 2022 05:05:09.550         21039.216
                      56    11 Oct 2022 16:17:31.076    11 Oct 2022 17:50:33.401          5582.326
                      57    11 Oct 2022 23:10:24.833    12 Oct 2022 05:01:03.792         21038.959
                      58    12 Oct 2022 16:13:25.176    12 Oct 2022 17:46:28.552          5583.375
                      59    12 Oct 2022 23:06:19.333    13 Oct 2022 04:56:58.034         21038.701
                      60    13 Oct 2022 16:09:19.282    13 Oct 2022 17:42:17.282          5578.000
                      61    13 Oct 2022 23:02:16.088    14 Oct 2022 04:00:00.000         17863.912

Min Duration          32    29 Sep 2022 17:06:41.390    29 Sep 2022 18:39:32.539          5571.148
Max Duration          15    21 Sep 2022 00:36:21.391    21 Sep 2022 06:27:05.407         21044.017
Mean Duration                                                                            13211.431
Total Duration                                                                          805897.320


Xian-To-gps-svn45
-----------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                  ------    ------------------------    ------------------------    --------------
                       1    14 Sep 2022 08:16:49.300    14 Sep 2022 10:59:04.215          9734.914
                       2    14 Sep 2022 15:36:21.795    14 Sep 2022 21:10:01.408         20019.614
                       3    15 Sep 2022 08:12:46.786    15 Sep 2022 10:54:59.129          9732.342
                       4    15 Sep 2022 15:32:18.234    15 Sep 2022 21:05:58.881         20020.647
                       5    16 Sep 2022 08:08:44.273    16 Sep 2022 10:50:54.043          9729.770
                       6    16 Sep 2022 15:28:14.673    16 Sep 2022 21:01:56.353         20021.680
                       7    17 Sep 2022 08:04:41.759    17 Sep 2022 10:46:48.956          9727.197
                       8    17 Sep 2022 15:24:11.112    17 Sep 2022 20:57:53.825         20022.714
                       9    18 Sep 2022 08:00:39.245    18 Sep 2022 10:42:43.869          9724.624
                      10    18 Sep 2022 15:20:07.551    18 Sep 2022 20:53:51.298         20023.747
                      11    19 Sep 2022 07:56:36.732    19 Sep 2022 10:38:38.782          9722.050
                      12    19 Sep 2022 15:16:03.990    19 Sep 2022 20:49:48.771         20024.780
                      13    20 Sep 2022 07:52:34.219    20 Sep 2022 10:34:33.694          9719.475
                      14    20 Sep 2022 15:12:00.430    20 Sep 2022 20:45:46.243         20025.814
                      15    21 Sep 2022 07:48:31.707    21 Sep 2022 10:30:28.607          9716.900
                      16    21 Sep 2022 15:07:56.869    21 Sep 2022 20:41:38.170         20021.300
                      17    22 Sep 2022 07:44:22.784    22 Sep 2022 10:26:19.657          9716.874
                      18    22 Sep 2022 15:03:50.962    22 Sep 2022 20:37:34.770         20023.808
                      19    23 Sep 2022 07:40:19.315    23 Sep 2022 10:22:14.204          9714.889
                      20    23 Sep 2022 14:59:47.182    23 Sep 2022 20:33:31.371         20024.189
                      21    24 Sep 2022 07:36:15.820    24 Sep 2022 10:18:08.847          9713.027
                      22    24 Sep 2022 14:55:43.481    24 Sep 2022 20:29:28.007         20024.526
                      23    25 Sep 2022 07:32:12.335    25 Sep 2022 10:14:03.569          9711.234
                      24    25 Sep 2022 14:51:39.866    25 Sep 2022 20:25:24.704         20024.838
                      25    26 Sep 2022 07:28:09.025    26 Sep 2022 10:09:58.318          9709.293
                      26    26 Sep 2022 14:47:36.215    26 Sep 2022 20:21:21.450         20025.235
                      27    27 Sep 2022 07:24:05.760    27 Sep 2022 10:05:53.094          9707.334
                      28    27 Sep 2022 14:43:32.563    27 Sep 2022 20:17:18.246         20025.683
                      29    28 Sep 2022 07:20:02.624    28 Sep 2022 10:01:47.822          9705.198
                      30    28 Sep 2022 14:39:28.791    28 Sep 2022 20:13:15.045         20026.254
                      31    29 Sep 2022 07:15:59.457    29 Sep 2022 09:57:42.491          9703.035
                      32    29 Sep 2022 14:35:24.959    29 Sep 2022 20:09:11.823         20026.864
                      33    30 Sep 2022 07:11:56.291    30 Sep 2022 09:53:37.055          9700.764
                      34    30 Sep 2022 14:31:21.003    30 Sep 2022 20:05:08.545         20027.542
                      35     1 Oct 2022 07:07:53.068     1 Oct 2022 09:49:31.525          9698.456
                      36     1 Oct 2022 14:27:16.921     1 Oct 2022 20:01:05.174         20028.254
                      37     2 Oct 2022 07:03:49.691     2 Oct 2022 09:45:25.922          9696.230
                      38     2 Oct 2022 14:23:12.816     2 Oct 2022 19:57:02.040         20029.224
                      39     3 Oct 2022 06:59:46.570     3 Oct 2022 09:41:20.512          9693.942
                      40     3 Oct 2022 14:19:08.766     3 Oct 2022 19:52:58.906         20030.140
                      41     4 Oct 2022 06:55:43.449     4 Oct 2022 09:37:15.100          9691.651
                      42     4 Oct 2022 14:15:04.716     4 Oct 2022 19:48:55.771         20031.056
                      43     5 Oct 2022 06:51:40.328     5 Oct 2022 09:33:09.695          9689.367
                      44     5 Oct 2022 14:11:00.666     5 Oct 2022 19:44:52.637         20031.972
                      45     6 Oct 2022 06:47:37.207     6 Oct 2022 09:29:04.285          9687.078
                      46     6 Oct 2022 14:06:56.616     6 Oct 2022 19:40:49.503         20032.888
                      47     7 Oct 2022 06:43:34.087     7 Oct 2022 09:24:58.875          9684.788
                      48     7 Oct 2022 14:02:52.566     7 Oct 2022 19:36:46.369         20033.804
                      49     8 Oct 2022 06:39:30.966     8 Oct 2022 09:20:53.465          9682.498
                      50     8 Oct 2022 13:58:48.516     8 Oct 2022 19:32:43.236         20034.719
                      51     9 Oct 2022 06:35:27.846     9 Oct 2022 09:16:48.054          9680.207
                      52     9 Oct 2022 13:54:44.467     9 Oct 2022 19:28:40.102         20035.635
                      53    10 Oct 2022 06:31:24.726    10 Oct 2022 09:12:42.642          9677.916
                      54    10 Oct 2022 13:50:40.417    10 Oct 2022 19:24:36.968         20036.551
                      55    11 Oct 2022 06:27:21.606    11 Oct 2022 09:08:37.231          9675.625
                      56    11 Oct 2022 13:46:36.368    11 Oct 2022 19:20:33.835         20037.467
                      57    12 Oct 2022 06:23:18.486    12 Oct 2022 09:04:31.820          9673.333
                      58    12 Oct 2022 13:42:32.318    12 Oct 2022 19:16:30.701         20038.383
                      59    13 Oct 2022 06:19:15.367    13 Oct 2022 09:00:26.407          9671.041
                      60    13 Oct 2022 13:38:28.269    13 Oct 2022 19:12:22.433         20034.164

Min Duration          59    13 Oct 2022 06:19:15.367    13 Oct 2022 09:00:26.407          9671.041
Max Duration          58    12 Oct 2022 13:42:32.318    12 Oct 2022 19:16:30.701         20038.383
Mean Duration                                                                            14865.576
Total Duration                                                                          891934.543


Xian-To-gps-svn48
-----------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                  ------    ------------------------    ------------------------    --------------
                       1    14 Sep 2022 14:40:27.656    14 Sep 2022 20:48:44.783         22097.126
                       2    15 Sep 2022 14:36:19.729    15 Sep 2022 20:44:37.896         22098.167
                       3    16 Sep 2022 14:32:11.800    16 Sep 2022 20:40:31.009         22099.209
                       4    17 Sep 2022 14:28:03.872    17 Sep 2022 20:36:24.123         22100.250
                       5    18 Sep 2022 14:23:55.944    18 Sep 2022 20:32:17.236         22101.292
                       6    19 Sep 2022 14:19:48.015    19 Sep 2022 20:28:10.349         22102.333
                       7    20 Sep 2022 14:15:40.087    20 Sep 2022 20:24:03.462         22103.375
                       8    21 Sep 2022 14:11:32.158    21 Sep 2022 20:19:51.370         22099.212
                       9    22 Sep 2022 14:07:15.646    22 Sep 2022 20:15:43.598         22107.953
                      10    23 Sep 2022 14:03:06.875    23 Sep 2022 20:11:35.923         22109.048
                      11    24 Sep 2022 13:58:58.340    24 Sep 2022 20:07:28.433         22110.093
                      12    25 Sep 2022 13:54:50.028    25 Sep 2022 20:03:21.082         22111.054
                      13    26 Sep 2022 13:50:41.863    26 Sep 2022 19:59:13.891         22112.028
                      14    27 Sep 2022 13:46:33.708    27 Sep 2022 19:55:06.775         22113.067
                      15    28 Sep 2022 13:42:25.425    28 Sep 2022 19:50:59.664         22114.239
                      16    29 Sep 2022 13:38:16.923    29 Sep 2022 19:46:52.469         22115.546
                      17    30 Sep 2022 13:34:08.110    30 Sep 2022 19:42:45.206         22117.096
                      18     1 Oct 2022 13:29:59.024     1 Oct 2022 19:38:37.623         22118.599
                      19     2 Oct 2022 13:25:49.646     2 Oct 2022 19:34:29.800         22120.155
                      20     3 Oct 2022 13:21:40.386     3 Oct 2022 19:30:22.089         22121.703
                      21     4 Oct 2022 13:17:31.131     4 Oct 2022 19:26:14.378         22123.247
                      22     5 Oct 2022 13:13:21.867     5 Oct 2022 19:22:06.667         22124.800
                      23     6 Oct 2022 13:09:12.606     6 Oct 2022 19:17:58.955         22126.349
                      24     7 Oct 2022 13:05:03.345     7 Oct 2022 19:13:51.243         22127.898
                      25     8 Oct 2022 13:00:54.084     8 Oct 2022 19:09:43.531         22129.446
                      26     9 Oct 2022 12:56:44.823     9 Oct 2022 19:05:35.819         22130.996
                      27    10 Oct 2022 12:52:35.561    10 Oct 2022 19:01:28.106         22132.545
                      28    11 Oct 2022 12:48:26.299    11 Oct 2022 18:57:20.393         22134.094
                      29    12 Oct 2022 12:44:17.037    12 Oct 2022 18:53:12.680         22135.644
                      30    13 Oct 2022 12:40:07.774    13 Oct 2022 18:49:06.387         22138.613

Min Duration           1    14 Sep 2022 14:40:27.656    14 Sep 2022 20:48:44.783         22097.126
Max Duration          30    13 Oct 2022 12:40:07.774    13 Oct 2022 18:49:06.387         22138.613
Mean Duration                                                                            22115.839
Total Duration                                                                          663475.177


Xian-To-gps-svn50
-----------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                  ------    ------------------------    ------------------------    --------------
                       2    14 Sep 2022 23:38:58.558    15 Sep 2022 07:09:48.421         27049.862
                       3    15 Sep 2022 23:34:59.850    16 Sep 2022 07:05:51.326         27051.476
                       4    16 Sep 2022 23:31:01.144    17 Sep 2022 07:01:54.230         27053.086
                       5    17 Sep 2022 23:27:02.438    18 Sep 2022 06:57:57.132         27054.694
                       6    18 Sep 2022 23:23:03.734    19 Sep 2022 06:54:00.033         27056.299
                       7    19 Sep 2022 23:19:05.030    20 Sep 2022 06:50:02.931         27057.901
                       8    20 Sep 2022 23:15:06.328    21 Sep 2022 06:46:05.828         27059.500
                       9    21 Sep 2022 23:11:12.396    22 Sep 2022 06:42:14.414         27062.019
                      10    22 Sep 2022 23:07:14.260    23 Sep 2022 06:38:18.010         27063.750
                      11    23 Sep 2022 23:03:16.023    24 Sep 2022 06:34:21.511         27065.488
                      12    24 Sep 2022 22:59:17.688    25 Sep 2022 06:30:24.931         27067.243
                      13    25 Sep 2022 22:55:19.289    26 Sep 2022 06:26:28.319         27069.030
                      14    26 Sep 2022 22:51:20.903    27 Sep 2022 06:22:31.737         27070.835
                      15    27 Sep 2022 22:47:22.576    28 Sep 2022 06:18:35.244         27072.668
                      16    28 Sep 2022 22:43:24.408    29 Sep 2022 06:14:38.921         27074.513
                      17    29 Sep 2022 22:39:26.426    30 Sep 2022 06:10:42.764         27076.339
                      18    30 Sep 2022 22:35:28.632     1 Oct 2022 06:06:46.791         27078.159
                      19     1 Oct 2022 22:31:31.023     2 Oct 2022 06:02:50.991         27079.968
                      20     2 Oct 2022 22:27:33.652     3 Oct 2022 05:58:55.335         27081.683
                      21     3 Oct 2022 22:23:36.282     4 Oct 2022 05:54:59.677         27083.395
                      22     4 Oct 2022 22:19:38.913     5 Oct 2022 05:51:04.017         27085.103
                      23     5 Oct 2022 22:15:41.546     6 Oct 2022 05:47:08.354         27086.808
                      24     6 Oct 2022 22:11:44.180     7 Oct 2022 05:43:12.689         27088.509
                      25     7 Oct 2022 22:07:46.815     8 Oct 2022 05:39:17.022         27090.207
                      26     8 Oct 2022 22:03:49.451     9 Oct 2022 05:35:21.353         27091.902
                      27     9 Oct 2022 21:59:52.089    10 Oct 2022 05:31:25.681         27093.592
                      28    10 Oct 2022 21:55:54.728    11 Oct 2022 05:27:30.008         27095.280
                      29    11 Oct 2022 21:51:57.368    12 Oct 2022 05:23:34.332         27096.964
                      30    12 Oct 2022 21:48:00.010    13 Oct 2022 05:19:38.654         27098.644
                      31    13 Oct 2022 21:40:09.024    14 Oct 2022 04:00:00.000         22790.976

Min Duration           1    14 Sep 2022 04:00:00.000    14 Sep 2022 07:13:45.513         11625.513
Max Duration          30    12 Oct 2022 21:48:00.010    13 Oct 2022 05:19:38.654         27098.644
Mean Duration                                                                            26437.787
Total Duration                                                                          819571.405


Xian-To-gps-svn51
-----------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                  ------    ------------------------    ------------------------    --------------
                       2    14 Sep 2022 22:08:51.468    15 Sep 2022 05:24:13.568         26122.100
                       3    15 Sep 2022 22:04:43.977    16 Sep 2022 05:20:05.393         26121.415
                       4    16 Sep 2022 22:00:36.487    17 Sep 2022 05:15:57.217         26120.730
                       5    17 Sep 2022 21:56:28.997    18 Sep 2022 05:11:49.042         26120.045
                       6    18 Sep 2022 21:52:21.508    19 Sep 2022 05:07:40.867         26119.359
                       7    19 Sep 2022 21:48:14.018    20 Sep 2022 05:03:32.691         26118.674
                       8    20 Sep 2022 21:44:06.528    21 Sep 2022 04:59:24.516         26117.988
                       9    21 Sep 2022 21:40:03.645    22 Sep 2022 04:55:23.493         26119.848
                      10    22 Sep 2022 21:35:56.664    23 Sep 2022 04:51:16.225         26119.561
                      11    23 Sep 2022 21:31:49.605    24 Sep 2022 04:47:08.880         26119.274
                      12    24 Sep 2022 21:27:42.487    25 Sep 2022 04:43:01.466         26118.979
                      13    25 Sep 2022 21:23:35.367    26 Sep 2022 04:38:54.080         26118.714
                      14    26 Sep 2022 21:19:28.299    27 Sep 2022 04:34:46.742         26118.443
                      15    27 Sep 2022 21:15:21.329    28 Sep 2022 04:30:39.503         26118.174
                      16    28 Sep 2022 21:11:14.516    29 Sep 2022 04:26:32.441         26117.925
                      17    29 Sep 2022 21:07:07.873    30 Sep 2022 04:22:25.569         26117.696
                      18    30 Sep 2022 21:03:01.403     1 Oct 2022 04:18:18.907         26117.504
                      19     1 Oct 2022 20:58:55.069     2 Oct 2022 04:14:12.364         26117.295
                      20     2 Oct 2022 20:54:48.925     3 Oct 2022 04:10:05.880         26116.955
                      21     3 Oct 2022 20:50:42.781     4 Oct 2022 04:05:59.395         26116.614
                      22     4 Oct 2022 20:46:36.637     5 Oct 2022 04:01:52.910         26116.274
                      23     5 Oct 2022 20:42:30.492     6 Oct 2022 03:57:46.426         26115.933
                      24     6 Oct 2022 20:38:24.348     7 Oct 2022 03:53:39.941         26115.593
                      25     7 Oct 2022 20:34:18.204     8 Oct 2022 03:49:33.456         26115.252
                      26     8 Oct 2022 20:30:12.060     9 Oct 2022 03:45:26.971         26114.912
                      27     9 Oct 2022 20:26:05.915    10 Oct 2022 03:41:20.486         26114.571
                      28    10 Oct 2022 20:21:59.771    11 Oct 2022 03:37:14.001         26114.230
                      29    11 Oct 2022 20:17:53.627    12 Oct 2022 03:33:07.517         26113.890
                      30    12 Oct 2022 20:13:47.483    13 Oct 2022 03:29:01.032         26113.549
                      31    13 Oct 2022 20:09:38.978    14 Oct 2022 03:24:54.349         26115.371

Min Duration           1    14 Sep 2022 04:00:00.000    14 Sep 2022 05:28:21.743          5301.743
Max Duration           2    14 Sep 2022 22:08:51.468    15 Sep 2022 05:24:13.568         26122.100
Mean Duration                                                                            25446.084
Total Duration                                                                          788828.611


Xian-To-gps-svn52
-----------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                  ------    ------------------------    ------------------------    --------------
                       1    14 Sep 2022 08:06:25.580    14 Sep 2022 15:39:16.688         27171.108
                       2    15 Sep 2022 08:02:14.346    15 Sep 2022 15:35:04.208         27169.863
                       3    16 Sep 2022 07:58:03.112    16 Sep 2022 15:30:51.731         27168.619
                       4    17 Sep 2022 07:53:51.879    17 Sep 2022 15:26:39.249         27167.370
                       5    18 Sep 2022 07:49:40.647    18 Sep 2022 15:22:26.765         27166.118
                       6    19 Sep 2022 07:45:29.416    19 Sep 2022 15:18:14.280         27164.863
                       7    20 Sep 2022 07:41:18.186    20 Sep 2022 15:14:01.789         27163.603
                       8    21 Sep 2022 07:37:06.956    21 Sep 2022 15:09:49.305         27162.349
                       9    22 Sep 2022 07:32:53.082    22 Sep 2022 15:05:31.400         27158.318
                      10    23 Sep 2022 07:28:41.774    23 Sep 2022 15:01:18.632         27156.858
                      11    24 Sep 2022 07:24:30.700    24 Sep 2022 14:57:06.150         27155.450
                      12    25 Sep 2022 07:20:19.882    25 Sep 2022 14:52:53.983         27154.101
                      13    26 Sep 2022 07:16:09.259    26 Sep 2022 14:48:42.045         27152.786
                      14    27 Sep 2022 07:11:58.745    27 Sep 2022 14:44:30.205         27151.461
                      15    28 Sep 2022 07:07:48.254    28 Sep 2022 14:40:18.346         27150.092
                      16    29 Sep 2022 07:03:37.703    29 Sep 2022 14:36:06.347         27148.645
                      17    30 Sep 2022 06:59:26.992    30 Sep 2022 14:31:54.092         27147.100
                      18     1 Oct 2022 06:55:16.078     1 Oct 2022 14:27:41.539         27145.462
                      19     2 Oct 2022 06:51:04.984     2 Oct 2022 14:23:28.802         27143.818
                      20     3 Oct 2022 06:46:53.834     3 Oct 2022 14:19:16.371         27142.537
                      21     4 Oct 2022 06:42:42.685     4 Oct 2022 14:15:03.929         27141.244
                      22     5 Oct 2022 06:38:31.536     5 Oct 2022 14:10:51.491         27139.954
                      23     6 Oct 2022 06:34:20.389     6 Oct 2022 14:06:39.051         27138.662
                      24     7 Oct 2022 06:30:09.242     7 Oct 2022 14:02:26.614         27137.373
                      25     8 Oct 2022 06:25:58.095     8 Oct 2022 13:58:14.167         27136.071
                      26     9 Oct 2022 06:21:46.950     9 Oct 2022 13:54:01.728         27134.778
                      27    10 Oct 2022 06:17:35.805    10 Oct 2022 13:49:49.282         27133.477
                      28    11 Oct 2022 06:13:24.661    11 Oct 2022 13:45:36.836         27132.174
                      29    12 Oct 2022 06:09:13.518    12 Oct 2022 13:41:24.387         27130.869
                      30    13 Oct 2022 06:05:02.376    13 Oct 2022 13:37:11.935         27129.559

Min Duration          30    13 Oct 2022 06:05:02.376    13 Oct 2022 13:37:11.935         27129.559
Max Duration           1    14 Sep 2022 08:06:25.580    14 Sep 2022 15:39:16.688         27171.108
Mean Duration                                                                            27149.823
Total Duration                                                                          814494.681


Xian-To-gps-svn53
-----------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                  ------    ------------------------    ------------------------    --------------
                       1    14 Sep 2022 17:26:39.778    15 Sep 2022 01:15:02.277         28102.499
                       2    15 Sep 2022 17:22:30.534    16 Sep 2022 01:10:53.265         28102.732
                       3    16 Sep 2022 17:18:21.297    17 Sep 2022 01:06:44.254         28102.956
                       4    17 Sep 2022 17:14:12.054    18 Sep 2022 01:02:35.241         28103.187
                       5    18 Sep 2022 17:10:02.815    19 Sep 2022 00:58:26.229         28103.413
                       6    19 Sep 2022 17:05:53.576    20 Sep 2022 00:54:17.215         28103.639
                       7    20 Sep 2022 17:01:44.338    21 Sep 2022 00:50:08.202         28103.864
                       8    21 Sep 2022 16:57:37.180    22 Sep 2022 00:46:02.001         28104.822
                       9    22 Sep 2022 16:53:28.603    23 Sep 2022 00:41:53.630         28105.027
                      10    23 Sep 2022 16:49:20.082    24 Sep 2022 00:37:45.266         28105.184
                      11    24 Sep 2022 16:45:11.470    25 Sep 2022 00:33:36.889         28105.419
                      12    25 Sep 2022 16:41:02.794    26 Sep 2022 00:29:28.490         28105.696
                      13    26 Sep 2022 16:36:54.055    27 Sep 2022 00:25:20.081         28106.026
                      14    27 Sep 2022 16:32:45.272    28 Sep 2022 00:21:11.680         28106.408
                      15    28 Sep 2022 16:28:36.544    29 Sep 2022 00:17:03.308         28106.764
                      16    29 Sep 2022 16:24:27.863    30 Sep 2022 00:12:55.013         28107.150
                      17    30 Sep 2022 16:20:19.335     1 Oct 2022 00:08:46.819         28107.484
                      18     1 Oct 2022 16:16:10.940     2 Oct 2022 00:04:38.739         28107.799
                      19     2 Oct 2022 16:12:02.711     3 Oct 2022 00:00:30.689         28107.978
                      20     3 Oct 2022 16:07:54.506     3 Oct 2022 23:56:22.638         28108.132
